ID,Owner,Name,Position,Start,End,Salary
-1,Syed/Kuan,A.J. Brown,WR,2019,2021,$16
-1,,A.J. Green,WR,FA,2019,
-1,,A.J. Klein,LB,FA,2018,
-1,Trevor,Aaron Donald,DL,2019,2019,$15
-1,Schex,Aaron Jones,RB,2017,2019,$2
-1,Trevor,Aaron Rodgers,QB,2019,2019,$281
-1,,Adam Humphries,WR,FA,2019,
-1,,Adam Jones,DB,FA,2018,
-1,,Adam Shaheen,TE,FA,2018,
-1,Koci/Mueller,Adam Thielen,WR,2017,2019,$7
-1,,Adam Vinatieri,K,FA,2019,
-1,,Adarius Taylor,LB,FA,2018,
-1,,Adoree' Jackson,DB,FA,2019,
-1,,Adrian Clayborn,DL,FA,2018,
-1,Patrick,Adrian Peterson,RB,2019,2019,$35
-1,,AJ McCarron,QB,FA,2018,
-1,,Akiem Hicks,DL,FA,2018,
-1,Keyon,Albert Wilson,WR,2019,2021,$4
-1,,Aldrick Rosas,K,FA,2018,
-1,,Alec Ogletree,LB,FA,2019,
-1,,Alex Anzalone,LB,FA,2018,
-1,,Alex Barnes,RB,FA,2019,
-1,,Alex Collins,RB,FA,2019,
-1,Terence,Alex Erickson,WR,FA,2019,$1
-1,,Alex Okafor,DL,FA,2018,
-1,,Alex Smith,QB,FA,2019,
-1,Syed/Kuan,Alex Tanney,QB,FA,2019,$1
-1,Keyon,Alexander Johnson,LB,FA,2019,$4
-1,James/Charles,Alexander Mattison,RB,2019,2021,$13
-1,,Alfred Blue,RB,FA,2019,
-1,,Alfred Morris,RB,FA,2018,
-1,,Allen Hurns,WR,FA,2019,
-1,Syed/Kuan,Allen Lazard,WR,FA,2019,$2
-1,Schex,Allen Robinson,WR,2017,2019,$75
-1,,Alshon Jeffery,WR,FA,2019,
-1,John/Zach,Alvin Kamara,RB,2017,2019,$12
-1,,Amara Darboh,WR,FA,2018,
-1,Patrick,Amari Cooper,WR,2018,2019,$100
-1,Patrick,Ameer Abdullah,RB,2019,2021,$1
-1,,Andre Ellington,RB,FA,2018,
-1,,Andre Johnson,WR,FA,2018,
-1,,Andre Roberts,WR,FA,2018,
-1,,Andre Williams,RB,FA,2018,
-1,,Andrew Hawkins,WR,FA,2018,
-1,,Andrew Luck,QB,FA,2019,
-1,,Andrew Sendejo,DB,FA,2018,
-1,Schex,Andy Dalton,QB,2019,2020,$55
-1,Patrick,Andy Isabella,WR,2019,2021,$4
-1,,Andy Janovich,RB,FA,2018,
-1,,Anquan Boldin,WR,FA,2018,
-1,,Anthony Barr,LB,FA,2019,
-1,,Anthony Hitchens,LB,FA,2019,
-1,Syed/Kuan,Anthony Miller,WR,2018,2020,$9
-1,,Anthony Walker,LB,FA,2019,
-1,,Anthony Zettel,DL,FA,2018,
-1,Quinn,Antoine Bethea,DB,FA,2019,$1
-1,,Antone Smith,RB,FA,2018,
-1,,Antonio Brown,WR,FA,2019,
-1,,Antonio Callaway,WR,FA,2019,
-1,,Antonio Gates,TE,FA,2018,
-1,,ArDarius Stewart,WR,FA,2018,
-1,,Arden Key,DL,FA,2018,
-1,,Arian Foster,RB,FA,2018,
-1,Keyon,Arik Armstead,DL,FA,2019,$1
-1,Syed/Kuan,Auden Tate,WR,FA,2019,$1
-1,Koci/Mueller,Austin Ekeler,RB,2018,2020,$12
-1,Trevor,Austin Hooper,TE,2019,2021,$3
-1,,Austin Seferian-Jenkins,TE,FA,2018,
-1,Koci/Mueller,Austin Seibert,K,FA,2019,$1
-1,,Avery Williamson,LB,FA,2018,
-1,,B.J. Goodson,LB,FA,2018,
-1,Mitch,Baker Mayfield,QB,2018,2020,$28
-1,,Barry Church,DB,FA,2018,
-1,,Bashaud Breeland,DB,FA,2018,
-1,,Ben Roethlisberger,QB,FA,2019,
-1,,Benardrick McKinney,LB,FA,2019,
-1,,Benjamin Cunningham,RB,FA,2018,
-1,Mitch,Benjamin Watson,TE,FA,2019,$1
-1,,Bennie Fowler III,WR,FA,2018,
-1,Terence,Benny Snell Jr.,RB,2019,2021,$4
-1,,Benson Mayowa,DL,FA,2019,
-1,,Bilal Powell,RB,FA,2019,
-1,,Bishop Sankey,RB,FA,2018,
-1,,Blaine Gabbert,QB,FA,2018,
-1,,Blair Walsh,K,FA,2018,
-1,,Blake Bortles,QB,FA,2019,
-1,,Blake Cashman,LB,FA,2019,
-1,Keyon,Blake Martinez,LB,2018,2020,$9
-1,Schex,Bo Scarbrough,RB,FA,2019,$14
-1,,Bobby Rainey,RB,FA,2018,
-1,Koci/Mueller,Bobby Wagner,LB,2019,2019,$32
-1,,Boston Scott,RB,FA,2018,
-1,James/Charles,Bradley Chubb,LB,2018,2020,$1
-1,John/Zach,Bradley McDougald,DB,FA,2019,$2
-1,,Branden Oliver,RB,FA,2018,
-1,John/Zach,Brandin Cooks,WR,2019,2019,$115
-1,Terence,Brandon Allen,QB,FA,2019,$5
-1,John/Zach,Brandon Bolden,RB,FA,2019,$1
-1,,Brandon Coleman,WR,FA,2018,
-1,,Brandon Copeland,LB,FA,2019,
-1,,Brandon Graham,DL,FA,2018,
-1,,Brandon LaFell,WR,FA,2018,
-1,,Brandon Marshall (OAK),LB,FA,2019,
-1,,Brandon Marshall (SEA),WR,FA,2018,
-1,,Brandon McManus,K,FA,2019,
-1,,Brandon Powell,WR,FA,2019,
-1,,Brandon Tate,WR,FA,2018,
-1,,Braxton Berrios,WR,FA,2018,
-1,,Braxton Miller,WR,FA,2018,
-1,Quinn,Breshad Perriman,WR,FA,2019,$3
-1,,Brett Hundley,QB,FA,2018,
-1,,Brett Maher,K,FA,2019,
-1,Quinn,Brian Burns,LB,2019,2021,$1
-1,Quinn,Brian Hill,RB,2017,2019,$2
-1,Terence,Brian Hoyer,QB,FA,2019,$5
-1,,Brian Orakpo,LB,FA,2018,
-1,,Brian Poole,DB,FA,2018,
-1,,Brian Quick,WR,FA,2018,
-1,,Brice Butler,WR,FA,2018,
-1,,Brock Osweiler,QB,FA,2018,
-1,,Bruce Ellington,WR,FA,2018,
-1,Terence,Bryce Love,RB,2019,2021,$1
-1,,Bryce Petty,QB,FA,2018,
-1,,Bud Dupree,LB,FA,2019,
-1,Brett/Luke,Budda Baker,DB,2018,2019,$9
-1,,Byron Jones,DB,FA,2018,
-1,,Byron Marshall,RB,FA,2018,
-1,,C.J. Anderson,RB,FA,2019,
-1,,C.J. Beathard,QB,FA,2018,
-1,,C.J. Fiedorowicz,TE,FA,2018,
-1,,C.J. Mosley (NYJ),LB,FA,2019,
-1,,C.J. Prosise,RB,FA,2018,
-1,,C.J. Spiller,RB,FA,2018,
-1,,C.J. Uzomah,TE,FA,2018,
-1,,Cairo Santos,K,FA,2018,
-1,Brett/Luke,Calais Campbell,DL,2019,2020,$7
-1,,Caleb Sturgis,K,FA,2018,
-1,,Calvin Johnson,WR,FA,2018,
-1,Mitch,Calvin Ridley,WR,2018,2020,$18
-1,Brett/Luke,Cam Newton,QB,2017,2019,$175
-1,,Cameron Artis-Payne,RB,FA,2018,
-1,,Cameron Brate,TE,FA,2018,
-1,Quinn,Cameron Heyward,DL,FA,2019,$1
-1,Patrick,Cameron Jordan,DL,2019,2019,$8
-1,,Cameron Meredith,WR,FA,2018,
-1,,Cameron Wake,DL,FA,2018,
-1,,Cardale Jones,QB,FA,2018,
-1,,Carlos Dunlap,DL,FA,2018,
-1,,Carlos Henderson,WR,FA,2018,
-1,Patrick,Carlos Hyde,RB,FA,2019,$40
-1,,Carlton Davis,DB,FA,2019,
-1,,Carson Palmer,QB,FA,2018,
-1,Mitch,Carson Wentz,QB,2019,2021,$180
-1,,Case Keenum,QB,FA,2019,
-1,,Casey Hayward,DB,FA,2018,
-1,,Chad Hansen,WR,FA,2018,
-1,,Chad Henne,QB,FA,2019,
-1,Trevor,Chad Kelly,QB,2018,2020,$8
-1,,Chad Williams,WR,FA,2018,
-1,,Chandler Catanzaro,K,FA,2018,
-1,Koci/Mueller,Chandler Jones,DL,FA,2019,$2
-1,,Charcandrick West,RB,FA,2018,
-1,,Charles Clay,TE,FA,2019,
-1,,Charles Johnson (MIN),WR,FA,2018,
-1,,Charles Sims,RB,FA,2018,
-1,,Charone Peake,WR,FA,2018,
-1,Koci/Mueller,Chase Daniel,QB,2019,2021,$5
-1,Syed/Kuan,Chase Edmonds,RB,2018,2020,$7
-1,,Chase McLaughlin,K,FA,2019,
-1,,Chase Winovich,DL,FA,2019,
-1,,Chester Rogers,WR,FA,2018,
-1,James/Charles,Chris Boswell,K,FA,2019,$1
-1,Koci/Mueller,Chris Carson,RB,2017,2019,$3
-1,Quinn,Chris Conley,WR,FA,2019,$1
-1,Brett/Luke,Chris Godwin,WR,2019,2021,$110
-1,Keyon,Chris Herndon,TE,2019,2021,$3
-1,,Chris Hogan,WR,FA,2019,
-1,,Chris Ivory,RB,FA,2019,
-1,,Chris Johnson,RB,FA,2018,
-1,,Chris Jones,DL,FA,2019,
-1,,Chris Moore,WR,FA,2018,
-1,Koci/Mueller,Chris Thompson,RB,2019,2021,$6
-1,,Chris Warren,RB,FA,2018,
-1,,Christian Hackenberg,QB,FA,2018,
-1,,Christian Jones,LB,FA,2018,
-1,James/Charles,Christian Kirk,WR,2018,2020,$9
-1,,Christian Kirksey,LB,FA,2019,
-1,Koci/Mueller,Christian McCaffrey,RB,2017,2019,$24
-1,,Christine Michael,RB,FA,2018,
-1,,Clayton Geathers,DB,FA,2018,
-1,Trevor,Clelin Ferrell,DL,2019,2021,$1
-1,,Cliff Avril,DL,FA,2018,
-1,,Clive Walford,TE,FA,2018,
-1,,Coby Fleener,TE,FA,2018,
-1,,Cody Kessler,QB,FA,2018,
-1,,Cody Latimer,WR,FA,2018,
-1,,Cody Parkey,K,FA,2018,
-1,Quinn,Cole Beasley,WR,2019,2019,$2
-1,,Colin Kaepernick,QB,FA,2018,
-1,Syed/Kuan,Colt McCoy,QB,2019,2021,$1
-1,,Connor Barth,K,FA,2018,
-1,,Connor Barwin,DL,FA,2018,
-1,,Connor Cook,QB,FA,2018,
-1,Trevor,Cooper Kupp,WR,2017,2019,$5
-1,Koci/Mueller,Cooper Rush,QB,2019,2021,$1
-1,Trevor,Cordarrelle Patterson,WR,2019,2020,$2
-1,,Corey Clement,RB,FA,2019,
-1,,Corey Coleman,WR,FA,2018,
-1,Schex,Corey Davis,WR,2017,2019,$18
-1,,Corey Graham,DB,FA,2018,
-1,,Corey Grant,RB,FA,2018,
-1,,Cory James,LB,FA,2018,
-1,Schex,Cory Littleton,LB,2018,2020,$1
-1,John/Zach,Courtland Sutton,WR,2018,2020,$9
-1,,Craig Robertson,LB,FA,2018,
-1,,Crockett Gillmore,TE,FA,2018,
-1,Keyon,Curtis Samuel,WR,2017,2019,$5
-1,Patrick,D.J. Chark,WR,2018,2020,$5
-1,,D.J. Foster,RB,FA,2018,
-1,,D.J. Swearinger,DB,FA,2018,
-1,,D'Onta Foreman,RB,FA,2019,
-1,,D'Qwell Jackson,LB,FA,2018,
-1,,DaeSean Hamilton,WR,FA,2019,
-1,Koci/Mueller,Dak Prescott,QB,2019,2021,$107
-1,John/Zach,Dallas Goedert,TE,2018,2020,$4
-1,,Dalton Schultz,TE,FA,2018,
-1,Patrick,Dalvin Cook,RB,2017,2019,$24
-1,,Damarious Randall,DB,FA,2019,
-1,James/Charles,Damien Harris,RB,2019,2021,$7
-1,Mitch,Damien Williams,RB,2019,2019,$130
-1,,Damiere Byrd,WR,FA,2019,
-1,,Damion Willis,WR,FA,2019,
-1,,Damon Harrison,DL,FA,2018,
-1,,Dan Bailey,K,FA,2019,
-1,,Dan Carpenter,K,FA,2018,
-1,,Daniel Carlson,K,FA,2019,$1
-1,Syed/Kuan,Daniel Jones,QB,2019,2021,$19
-1,,Daniel Sorenson,DB,FA,2018,
-1,Schex,Danielle Hunter,DL,2017,2019,$5
-1,,Danny Amendola,WR,FA,2019,
-1,Mitch,Danny Trevathan,LB,2019,2019,$2
-1,,Danny Woodhead,RB,FA,2018,
-1,,Dante Fowler Jr.,DL,FA,2019,
-1,Quinn,Dante Pettis,WR,2018,2020,$5
-1,,Dare Ogunbowale,RB,FA,2019,
-1,Schex,Darius Leonard,LB,2018,2020,$1
-1,James/Charles,Darius Slayton,WR,FA,2019,$9
-1,Terence,Darnell Savage Jr.,DB,2019,2021,$1
-1,,Darrel Williams,RB,FA,2019,
-1,Schex,Darrell Henderson,RB,2019,2021,$13
-1,James/Charles,Darren Fells,TE,FA,2019,$7
-1,,Darren McFadden,RB,FA,2018,
-1,Koci/Mueller,Darren Sproles,RB,FA,2019,$1
-1,Schex,Darren Waller,TE,2019,2021,$3
-1,,Darrius Shepherd,WR,FA,2019,
-1,,Darron Lee,LB,FA,2018,
-1,Keyon,Darwin Thompson,RB,2019,2021,$25
-1,,Daryl Smith,LB,FA,2018,
-1,,Daurice Fountain,WR,FA,2018,
-1,Schex,Davante Adams,WR,2017,2019,$100
-1,,David Amerson,DB,FA,2018,
-1,Brett/Luke,David Blough,QB,FA,2019,$2
-1,,David Harris,LB,FA,2018,
-1,,David Irving,DL,FA,2018,
-1,Trevor,David Johnson (ARI),RB,2019,2019,$286
-1,Mitch,David Montgomery,RB,2019,2021,$25
-1,Mitch,David Moore,WR,2019,2019,$4
-1,Keyon,David Njoku,TE,2017,2019,$9
