Source,Year,EspnId,Owner,Name,Position,Start,End,Salary
xml/dynastyData.xml,2008,10713,Four-Toed Creed,Pierre Thomas,,2008,2010,1
xml/dynastyData.xml,2008,11289,Four-Toed Creed,Ray Rice,,2008,2010,1
xml/dynastyData.xml,2008,5603,Four-Toed Creed,Bernard Berrian,,2008,2010,3
xml/dynastyData.xml,2008,11268,Four-Toed Creed,Devin Thomas,,2008,2010,3
xml/dynastyData.xml,2008,1756,Four-Toed Creed,Ricky Williams,,2008,2010,1
xml/dynastyData.xml,2008,9835,Four-Toed Creed,Ben Obomanu,,2008,2010,3
xml/dynastyData.xml,2008,11291,Four-Toed Creed,Chad Henne,,2008,2010,5
xml/dynastyData.xml,2008,5961,Four-Toed Creed,Ben Utecht,,2008,2010,3
xml/dynastyData.xml,2008,8439,Four-Toed Creed,Aaron Rodgers,,2008,2010,6
xml/dynastyData.xml,2008,11298,Four-Toed Creed,Kevin Smith,,2008,2010,6
xml/dynastyData.xml,2008,9588,Four-Toed Creed,Reggie Bush,,2008,2010,22
xml/dynastyData.xml,2008,10458,Four-Toed Creed,Darrelle Revis,,2008,2010,2
xml/dynastyData.xml,2008,9705,Four-Toed Creed,Brandon Marshall,,2008,2010,21
xml/dynastyData.xml,2008,10491,Four-Toed Creed,David Harris,,2008,2008,13
xml/dynastyData.xml,2008,8537,Four-Toed Creed,Kerry Rhodes,,2008,2010,7
xml/dynastyData.xml,2008,11236,Four-Toed Creed,Chris Long,,2008,2010,4
xml/dynastyData.xml,2008,1428,Upper East Siders,Peyton Manning,,2008,2009,161
xml/dynastyData.xml,2008,9616,Upper East Siders,Joseph Addai,,2008,2008,360
xml/dynastyData.xml,2008,2136,Upper East Siders,Jamal Lewis,,2008,2008,173
xml/dynastyData.xml,2008,5941,Upper East Siders,Wes Welker,,2008,2008,100
xml/dynastyData.xml,2008,2209,Upper East Siders,Laveranues Coles,,2008,2008,75
xml/dynastyData.xml,2008,11257,Upper East Siders,Rashard Mendenhall,,2008,2010,55
xml/dynastyData.xml,2008,3636,Upper East Siders,David Garrard,,2008,2010,15
xml/dynastyData.xml,2008,4481,Upper East Siders,Willis McGahee,,2008,2010,41
xml/dynastyData.xml,2008,1257,Upper East Siders,Mike Vrabel,,2008,2008,2
xml/dynastyData.xml,2008,5529,Gossip Girl Blair Waldorf,Philip Rivers,,2008,2008,38
xml/dynastyData.xml,2008,8417,Gossip Girl Blair Waldorf,Ronnie Brown,,2008,2008,87
xml/dynastyData.xml,2008,2330,Gossip Girl Blair Waldorf,Tom Brady,,2008,2008,255
xml/dynastyData.xml,2008,4485,Gossip Girl Blair Waldorf,Larry Johnson,,2008,2008,125
xml/dynastyData.xml,2008,2139,Gossip Girl Blair Waldorf,Plaxico Burress,,2008,2010,62
xml/dynastyData.xml,2008,751,Gossip Girl Blair Waldorf,Joey Galloway,,2008,2008,45
xml/dynastyData.xml,2008,2583,Gossip Girl Blair Waldorf,Alge Crumpler,,2008,2008,15
xml/dynastyData.xml,2008,9647,Gossip Girl Blair Waldorf,Tony Scheffler,,2008,2010,26
xml/dynastyData.xml,2008,10495,Gossip Girl Blair Waldorf,Steve Smith,,2008,2010,20
xml/dynastyData.xml,2008,2149,Gossip Girl Blair Waldorf,Chad Pennington,,2008,2008,25
xml/dynastyData.xml,2008,1575,Desperate Housewives,Matt Hasselbeck,,2008,2008,58
xml/dynastyData.xml,2008,10452,Desperate Housewives,Adrian Peterson,,2008,2008,401
xml/dynastyData.xml,2008,9607,Desperate Housewives,Laurence Maroney,,2008,2008,105
xml/dynastyData.xml,2008,5532,Desperate Housewives,Roy Williams,,2008,2009,100
xml/dynastyData.xml,2008,5538,Desperate Housewives,Lee Evans,,2008,2010,59
xml/dynastyData.xml,2008,1231,Desperate Housewives,Tony Gonzalez,,2008,2008,42
xml/dynastyData.xml,2008,8459,Desperate Housewives,Lofa Tatupu,,2008,2010,12
xml/dynastyData.xml,2008,9587,Desperate Housewives,Mario Williams,,2008,2008,31
xml/dynastyData.xml,2008,9704,Desperate Housewives,Stephen Gostkowski,,2008,2008,3
xml/dynastyData.xml,2008,11275,Desperate Housewives,James Hardy,,2008,2010,11
xml/dynastyData.xml,2008,937,Desperate Housewives,Bobby Engram,,2008,2008,13
xml/dynastyData.xml,2008,4526,Desperate Housewives,Lance Briggs,,2008,2008,3
xml/dynastyData.xml,2008,11493,Desperate Housewives,Anthony Alridge,,2008,2010,7
xml/dynastyData.xml,2008,11237,Desperate Housewives,Matt Ryan,,2008,2010,9
xml/dynastyData.xml,2008,11307,Desperate Housewives,Jamaal Charles,,2008,2010,3
xml/dynastyData.xml,2008,11323,Desperate Housewives,Steve Slaton,,2008,2010,6
xml/dynastyData.xml,2008,2600,Desperate Housewives,Chris Chambers,,2008,2010,3
xml/dynastyData.xml,2008,9611,Desperate Housewives,Santonio Holmes,,2008,2010,47
xml/dynastyData.xml,2008,5557,Desperate Housewives,Benjamin Watson,,2008,2008,5
xml/dynastyData.xml,2008,8427,Desperate Housewives,Shawne Merriman,,2008,2010,2
xml/dynastyData.xml,2008,3684,Desperate Housewives,Aaron Kampman,,2008,2010,1
xml/dynastyData.xml,2008,4469,Desperate Housewives,Marcus Trufant,,2008,2010,1
xml/dynastyData.xml,2008,2569,Desperate Housewives,Nate Clements,,2008,2010,3
xml/dynastyData.xml,2008,8524,Desperate Housewives,Brandon Jacobs,,2008,2010,44
xml/dynastyData.xml,2008,1753,Desperate Housewives,Donovan McNabb,,2008,2008,21
xml/dynastyData.xml,2008,5209,Primetime Playmakers,Tony Romo,,2008,2008,220
xml/dynastyData.xml,2008,3579,Primetime Playmakers,Clinton Portis,,2008,2008,180
xml/dynastyData.xml,2008,5679,Primetime Playmakers,Michael Turner,,2008,2009,115
xml/dynastyData.xml,2008,1056,Primetime Playmakers,Terrell Owens,,2008,2009,156
xml/dynastyData.xml,2008,2622,Primetime Playmakers,Steve Smith,,2008,2010,120
xml/dynastyData.xml,2008,3542,Primetime Playmakers,Jeremy Shockey,,2008,2008,43
xml/dynastyData.xml,2008,8560,Primetime Playmakers,Trent Cole,,2008,2008,10
xml/dynastyData.xml,2008,5584,Primetime Playmakers,Sean Jones,,2008,2010,2
xml/dynastyData.xml,2008,10621,Primetime Playmakers,Nick Folk,,2008,2008,7
xml/dynastyData.xml,2008,9619,Primetime Playmakers,DeMeco Ryans,,2008,2008,30
xml/dynastyData.xml,2008,9638,Primetime Playmakers,Greg Jennings,,2008,2010,32
xml/dynastyData.xml,2008,10469,Primetime Playmakers,Jon Beason,,2008,2010,1
xml/dynastyData.xml,2008,11267,Primetime Playmakers,Donnie Avery,,2008,2010,1
xml/dynastyData.xml,2008,10466,Primetime Playmakers,Brady Quinn,,2008,2010,1
xml/dynastyData.xml,2008,8475,Primetime Playmakers,Vincent Jackson,,2008,2010,2
xml/dynastyData.xml,2008,2612,Primetime Playmakers,Adrian Wilson,,2008,2008,2
xml/dynastyData.xml,2008,3784,Primetime Playmakers,Chester Taylor,,2008,2008,3
xml/dynastyData.xml,2008,10518,Primetime Playmakers,Yamon Figurs,,2008,2010,1
xml/dynastyData.xml,2008,4519,Primetime Playmakers,L.J. Smith,,2008,2010,1
xml/dynastyData.xml,2008,5551,Primetime Playmakers,Chris Perry,,2008,2010,1
xml/dynastyData.xml,2008,11258,Primetime Playmakers,Chris Johnson,,2008,2010,5
xml/dynastyData.xml,2008,2594,Primetime Playmakers,Aaron Schoebel,,2008,2010,2
xml/dynastyData.xml,2008,5633,Primetime Playmakers,Jerricho Cotchery,,2008,2010,32
xml/dynastyData.xml,2008,4950,Primetime Playmakers,Earnest Graham,,2008,2008,25
xml/dynastyData.xml,2008,2580,Ewing Oil Co.,Drew Brees,,2008,2008,100
xml/dynastyData.xml,2008,5880,Ewing Oil Co.,Willie Parker,,2008,2008,120
xml/dynastyData.xml,2008,2753,Ewing Oil Co.,T.J. Houshmandzadeh,,2008,2008,99
xml/dynastyData.xml,2008,1433,Ewing Oil Co.,Randy Moss,,2008,2008,211
xml/dynastyData.xml,2008,8444,Ewing Oil Co.,Heath Miller,,2008,2008,45
xml/dynastyData.xml,2008,10636,Ewing Oil Co.,Mason Crosby,,2008,2008,4
xml/dynastyData.xml,2008,3619,Ewing Oil Co.,Brian Westbrook,,2008,2008,320
xml/dynastyData.xml,2008,2161,Ewing Oil Co.,Keith Bulluck,,2008,2008,2
xml/dynastyData.xml,2008,2868,Ewing Oil Co.,Adewale Ogunleye,,2008,2008,3
xml/dynastyData.xml,2008,1775,Ewing Oil Co.,Antoine Winfield,,2008,2008,3
xml/dynastyData.xml,2008,1693,Ewing Oil Co.,Jake Delhomme,,2008,2008,7
xml/dynastyData.xml,2008,3541,Ewing Oil Co.,Donte' Stallworth,,2008,2008,6
xml/dynastyData.xml,2008,10475,Ewing Oil Co.,Greg Olsen,,2008,2008,4
xml/dynastyData.xml,2008,1966,Ewing Oil Co.,Donald Driver,,2008,2010,7
xml/dynastyData.xml,2008,1494,Ewing Oil Co.,Hines Ward,,2008,2010,9
xml/dynastyData.xml,2008,1782,Ewing Oil Co.,Patrick Kerney,,2008,2008,3
xml/dynastyData.xml,2008,1758,Ewing Oil Co.,Champ Bailey,,2008,2008,4
xml/dynastyData.xml,2008,10446,Gossip Girl Jenny Humphrey,JaMarcus Russell,,2008,2008,60
xml/dynastyData.xml,2008,9475,Gossip Girl Jenny Humphrey,Ryan Grant,,2008,2008,201
xml/dynastyData.xml,2008,8523,Gossip Girl Jenny Humphrey,Marion Barber,,2008,2010,185
xml/dynastyData.xml,2008,1757,Gossip Girl Jenny Humphrey,Torry Holt,,2008,2008,92
xml/dynastyData.xml,2008,5362,Gossip Girl Jenny Humphrey,Antonio Gates,,2008,2010,130
xml/dynastyData.xml,2008,2579,Gossip Girl Jenny Humphrey,Todd Heap,,2008,2008,20
xml/dynastyData.xml,2008,5536,Gossip Girl Jenny Humphrey,Ben Roethlisberger,,2008,2008,120
xml/dynastyData.xml,2008,112,Gossip Girl Jenny Humphrey,Brett Favre,,2008,2009,30
xml/dynastyData.xml,2008,5615,Gossip Girl Jenny Humphrey,Matt Schaub,,2008,2010,35
xml/dynastyData.xml,2008,8442,Gossip Girl Jenny Humphrey,Roddy White,,2008,2009,50
xml/dynastyData.xml,2008,10522,Gossip Girl Jenny Humphrey,James Jones,,2008,2008,18
xml/dynastyData.xml,2008,4487,Gossip Girl Jenny Humphrey,Nick Barnett,,2008,2008,3
xml/dynastyData.xml,2008,4474,Gossip Girl Jenny Humphrey,Troy Polamalu,,2008,2008,1
xml/dynastyData.xml,2008,4680,Gossip Girl Jenny Humphrey,Josh Brown,,2008,2008,1
xml/dynastyData.xml,2008,4475,Gossip Girl Jenny Humphrey,Bryant Johnson,,2008,2010,1
xml/dynastyData.xml,2008,9689,Gossip Girl Jenny Humphrey,Brad Smith,,2008,2010,1
xml/dynastyData.xml,2008,5645,Gossip Girl Jenny Humphrey,Ernest Wilford,,2008,2010,1
xml/dynastyData.xml,2008,11287,Gossip Girl Jenny Humphrey,Limas Sweed,,2008,2010,3
xml/dynastyData.xml,2008,2898,Gossip Girl Jenny Humphrey,Drew Bennett,,2008,2010,1
xml/dynastyData.xml,2008,8487,Gossip Girl Jenny Humphrey,Vernand Morcency,,2008,2010,1
xml/dynastyData.xml,2008,10507,Gossip Girl Jenny Humphrey,Brandon Jackson,,2008,2010,1
xml/dynastyData.xml,2008,10836,Gossip Girl Jenny Humphrey,Darius Walker,,2008,2010,1
xml/dynastyData.xml,2008,1432,Gossip Girl Jenny Humphrey,Ahman Green,,2008,2010,1
xml/dynastyData.xml,2008,2767,Gossip Girl Jenny Humphrey,Chris Taylor,,2008,2010,1
xml/dynastyData.xml,2008,10471,Gossip Girl Jenny Humphrey,Robert Meachem,,2008,2010,4
xml/dynastyData.xml,2008,2571,Gossip Girl Jenny Humphrey,Deuce McAllister,,2008,2008,6
xml/dynastyData.xml,2008,9631,Gossip Girl Jenny Humphrey,LenDale White,,2008,2010,15
xml/dynastyData.xml,2008,11383,Gossip Girl Jenny Humphrey,Tim Hightower,,2008,2010,1
xml/dynastyData.xml,2008,10537,Gossip Girl Jenny Humphrey,Garrett Wolfe,,2008,2010,1
xml/dynastyData.xml,2008,9597,Team Reynolds,Jay Cutler,,2008,2010,100
xml/dynastyData.xml,2008,11238,Team Reynolds,Darren McFadden,,2008,2010,178
xml/dynastyData.xml,2008,10467,Team Reynolds,Dwayne Bowe,,2008,2008,102
xml/dynastyData.xml,2008,5528,Team Reynolds,Larry Fitzgerald,,2008,2010,138
xml/dynastyData.xml,2008,4461,Team Reynolds,Andre Johnson,,2008,2010,148
xml/dynastyData.xml,2008,4527,Team Reynolds,Jason Witten,,2008,2010,127
xml/dynastyData.xml,2008,8426,Team Reynolds,DeMarcus Ware,,2008,2010,35
xml/dynastyData.xml,2008,1445,Team Reynolds,Greg Ellis,,2008,2008,3
xml/dynastyData.xml,2008,11256,Team Reynolds,Felix Jones,,2008,2009,44
xml/dynastyData.xml,2008,11278,Team Reynolds,Matt Forte,,2008,2009,12
xml/dynastyData.xml,2008,8423,Team Reynolds,Antrel Rolle,,2008,2009,2
xml/dynastyData.xml,2008,10476,Team Reynolds,Anthony Gonzalez,,2008,2009,20
xml/dynastyData.xml,2008,5682,Team Reynolds,D.J. Hackett,,2008,2008,8
xml/dynastyData.xml,2008,1755,Team Reynolds,Edgerrin James,,2008,2008,24
xml/dynastyData.xml,2008,10488,Team Reynolds,Sidney Rice,,2008,2008,9
xml/dynastyData.xml,2008,2138,Team Reynolds,Thomas Jones,,2008,2008,22
xml/dynastyData.xml,2008,8627,Cliff Barnes Losers,Derek Anderson,,2008,2008,71
xml/dynastyData.xml,2008,10456,Cliff Barnes Losers,Marshawn Lynch,,2008,2009,176
xml/dynastyData.xml,2008,9646,Cliff Barnes Losers,Maurice Jones-Drew,,2008,2010,135
xml/dynastyData.xml,2008,2584,Cliff Barnes Losers,Chad Johnson,,2008,2010,97
xml/dynastyData.xml,2008,9838,Cliff Barnes Losers,Marques Colston,,2008,2010,117
xml/dynastyData.xml,2008,4482,Cliff Barnes Losers,Dallas Clark,,2008,2010,43
xml/dynastyData.xml,2008,2140,Cliff Barnes Losers,Brian Urlacher,,2008,2008,15
xml/dynastyData.xml,2008,11283,Cliff Barnes Losers,DeSean Jackson,,2008,2010,15
xml/dynastyData.xml,2008,2555,Cliff Barnes Losers,Andre Carter,,2008,2008,2
xml/dynastyData.xml,2008,9285,Cliff Barnes Losers,Chris Carr,,2008,2008,7
xml/dynastyData.xml,2008,1440,Cliff Barnes Losers,Phil Dawson,,2008,2008,1
xml/dynastyData.xml,2008,8449,Cliff Barnes Losers,Reggie Brown,,2008,2010,4
xml/dynastyData.xml,2008,11252,Cliff Barnes Losers,Joe Flacco,,2008,2010,4
xml/dynastyData.xml,2008,9270,Cliff Barnes Losers,Josh Cribbs,,2008,2010,5
xml/dynastyData.xml,2008,4512,Cliff Barnes Losers,Anquan Boldin,,2008,2010,10
xml/dynastyData.xml,2008,10585,Cliff Barnes Losers,Steve Breaston,,2008,2008,9
xml/dynastyData.xml,2008,10896,Cliff Barnes Losers,Selvin Young,,2008,2010,7
xml/dynastyData.xml,2008,11315,Cliff Barnes Losers,Early Doucet,,2008,2010,4
xml/dynastyData.xml,2008,11276,Cliff Barnes Losers,Eddie Royal,,2008,2010,12
xml/dynastyData.xml,2008,939,Cliff Barnes Losers,Marvin Harrison,,2008,2009,8
xml/dynastyData.xml,2008,9703,Cliff Barnes Losers,Leon Washington,,2008,2009,35
xml/dynastyData.xml,2008,9665,Cliff Barnes Losers,Jerious Norwood,,2008,2010,7
xml/dynastyData.xml,2008,2299,Cliff Barnes Losers,Marc Bulger,,2008,2010,15
xml/dynastyData.xml,2008,4532,Cliff Barnes Losers,Kevin Curtis,,2008,2010,10
xml/dynastyData.xml,2008,11247,Cliff Barnes Losers,Jonathan Stewart,,2008,2010,24
xml/dynastyData.xml,2008,3575,Cliff Barnes Losers,Andre Davis,,2008,2009,5
xml/dynastyData.xml,2008,9589,Cliff Barnes Losers,Vince Young,,2008,2010,10
xml/dynastyData.xml,2008,5606,Cliff Barnes Losers,Chris Cooley,,2008,2010,22
xml/dynastyData.xml,2008,5568,Cliff Barnes Losers,Julius Jones,,2008,2009,22
xml/dynastyData.xml,2008,10447,Cliff Barnes Losers,Calvin Johnson,,2008,2010,30
xml/oldDynastyData.xml,2008,4459,,Carson Palmer,,2008,2010,100
xml/oldDynastyData.xml,2008,8479,,Frank Gore,,2008,2010,175
xml/oldDynastyData.xml,2008,2553,,LaDainian Tomlinson,,2008,2008,370
xml/oldDynastyData.xml,2008,2564,,Santana Moss,,2008,2008,41
xml/oldDynastyData.xml,2008,5531,,Kellen Winslow,,2008,2010,60
xml/oldDynastyData.xml,2008,5651,,Jared Allen,,2008,2008,21
xml/oldDynastyData.xml,2008,1097,,Adam Vinatieri,,2008,2008,2
xml/oldDynastyData.xml,2008,10536,,Trent Edwards,,2008,2008,3
xml/oldDynastyData.xml,2008,2844,,Kenny Watson,,2008,2010,1
xml/oldDynastyData.xml,2008,5534,,Reggie Williams,,2008,2008,1
xml/oldDynastyData.xml,2008,1263,,Derrick Mason,,2008,2008,1
xml/oldDynastyData.xml,2008,3734,,Ronald Curry,,2008,2008,2
xml/oldDynastyData.xml,2008,9684,,Owen Daniels,,2008,2010,3
xml/oldDynastyData.xml,2008,3601,,Will Witherspoon,,2008,2008,1
xml/oldDynastyData.xml,2008,8488,,Justin Tuck,,2008,2008,3
xml/oldDynastyData.xml,2008,9354,,Robbie Gould,,2008,2008,1
xml/oldDynastyData.xml,2008,4554,,Justin Fargas,,2008,2008,1
xml/oldDynastyData.xml,2008,1430,,Fred Taylor,,2008,2008,2
xml/oldDynastyData.xml,2008,9613,,DeAngelo Williams,,2008,2008,3
xml/oldDynastyData.xml,2008,4433,,James Harrison,,2008,2008,1
xml/oldDynastyData.xml,2008,8498,,Ellis Hobbs,,2008,2010,15
xml/oldDynastyData.xml,2008,5741,,Patrick Crayton,,2008,2009,7
xml/oldDynastyData.xml,2008,9605,,Antonio Cromartie,,2008,2008,5
xml/oldDynastyData.xml,2008,3530,,Julius Peppers,,2008,2008,4
xml/oldDynastyData.xml,2008,8440,,Jason Campbell,,2008,2009,8
xml/oldDynastyData.xml,2008,2649,,Rudi Johnson,,2008,2008,16
xml/oldDynastyData.xml,2008,2578,,Reggie Wayne,,2008,2009,115
xml/oldDynastyData.xml,2008,9596,,Matt Leinart,,2008,2010,18
xml/oldDynastyData.xml,2008,5549,,Steven Jackson,,2008,2008,331
xml/oldDynastyData.xml,2008,10453,,"Ted Ginn, Jr.",,2008,2009,70
xml/oldDynastyData.xml,2008,4529,,Nate Burleson,,2008,2009,105
xml/oldDynastyData.xml,2008,8418,,Braylon Edwards,,2008,2008,161
xml/oldDynastyData.xml,2008,5590,,Nate Kaeding,,2008,2010,1
xml/oldDynastyData.xml,2008,4569,,Terrence McGee,,2008,2008,76
xml/oldDynastyData.xml,2008,5526,,Eli Manning,,2008,2010,22
xml/oldDynastyData.xml,2008,9643,,Devin Hester,,2008,2009,60
xml/oldDynastyData.xml,2008,9592,,Vernon Davis,,2008,2010,5
xml/oldDynastyData.xml,2008,10455,,Patrick Willis,,2008,2008,17
xml/oldDynastyData.xml,2008,3504,,Shayne Graham,,2008,2010,1
xml/oldDynastyData.xml,2008,10713,,Pierre Thomas,,2008,2010,1
xml/oldDynastyData.xml,2008,11289,,Ray Rice,,2008,2010,1
xml/oldDynastyData.xml,2008,5603,,Bernard Berrian,,2008,2010,3
xml/oldDynastyData.xml,2008,11268,,Devin Thomas,,2008,2010,3
xml/oldDynastyData.xml,2008,11291,,Chad Henne,,2008,2010,5
xml/oldDynastyData.xml,2008,5961,,Ben Utecht,,2008,2010,3
xml/oldDynastyData.xml,2008,8439,,Aaron Rodgers,,2008,2010,6
xml/oldDynastyData.xml,2008,11298,,Kevin Smith,,2008,2010,6
xml/oldDynastyData.xml,2008,9588,,Reggie Bush,,2008,2010,22
xml/oldDynastyData.xml,2008,9705,,Brandon Marshall,,2008,2010,21
xml/oldDynastyData.xml,2008,10491,,David Harris,,2008,2008,13
xml/oldDynastyData.xml,2008,8537,,Kerry Rhodes,,2008,2010,7
xml/oldDynastyData.xml,2008,11236,,Chris Long,,2008,2010,4
xml/oldDynastyData.xml,2008,1428,,Peyton Manning,,2008,2009,161
xml/oldDynastyData.xml,2008,9616,,Joseph Addai,,2008,2008,360
xml/oldDynastyData.xml,2008,2136,,Jamal Lewis,,2008,2008,173
xml/oldDynastyData.xml,2008,5941,,Wes Welker,,2008,2008,100
xml/oldDynastyData.xml,2008,2209,,Laveranues Coles,,2008,2008,75
xml/oldDynastyData.xml,2008,11257,,Rashard Mendenhall,,2008,2010,55
xml/oldDynastyData.xml,2008,3636,,David Garrard,,2008,2010,15
xml/oldDynastyData.xml,2008,4481,,Willis McGahee,,2008,2010,41
xml/oldDynastyData.xml,2008,1257,,Mike Vrabel,,2008,2008,2
xml/oldDynastyData.xml,2008,5529,,Philip Rivers,,2008,2008,38
xml/oldDynastyData.xml,2008,8417,,Ronnie Brown,,2008,2008,87
xml/oldDynastyData.xml,2008,2330,,Tom Brady,,2008,2008,255
xml/oldDynastyData.xml,2008,4485,,Larry Johnson,,2008,2008,125
xml/oldDynastyData.xml,2008,2139,,Plaxico Burress,,2008,2010,62
xml/oldDynastyData.xml,2008,751,,Joey Galloway,,2008,2008,45
xml/oldDynastyData.xml,2008,2583,,Alge Crumpler,,2008,2008,15
xml/oldDynastyData.xml,2008,9647,,Tony Scheffler,,2008,2010,26
xml/oldDynastyData.xml,2008,10495,,Steve Smith,,2008,2010,20
xml/oldDynastyData.xml,2008,2149,,Chad Pennington,,2008,2008,25
xml/oldDynastyData.xml,2008,1575,,Matt Hasselbeck,,2008,2008,58
xml/oldDynastyData.xml,2008,10452,,Adrian Peterson,,2008,2008,401
xml/oldDynastyData.xml,2008,9607,,Laurence Maroney,,2008,2008,105
xml/oldDynastyData.xml,2008,5532,,Roy Williams,,2008,2009,100
xml/oldDynastyData.xml,2008,5538,,Lee Evans,,2008,2010,59
xml/oldDynastyData.xml,2008,1231,,Tony Gonzalez,,2008,2008,42
xml/oldDynastyData.xml,2008,8459,,Lofa Tatupu,,2008,2010,12
xml/oldDynastyData.xml,2008,9587,,Mario Williams,,2008,2008,31
xml/oldDynastyData.xml,2008,9704,,Stephen Gostkowski,,2008,2008,3
xml/oldDynastyData.xml,2008,11275,,James Hardy,,2008,2010,11
xml/oldDynastyData.xml,2008,937,,Bobby Engram,,2008,2008,13
xml/oldDynastyData.xml,2008,4526,,Lance Briggs,,2008,2008,3
xml/oldDynastyData.xml,2008,11493,,Anthony Alridge,,2008,2010,7
xml/oldDynastyData.xml,2008,11237,,Matt Ryan,,2008,2010,9
xml/oldDynastyData.xml,2008,11307,,Jamaal Charles,,2008,2010,3
xml/oldDynastyData.xml,2008,11323,,Steve Slaton,,2008,2010,6
xml/oldDynastyData.xml,2008,2600,,Chris Chambers,,2008,2010,3
xml/oldDynastyData.xml,2008,9611,,Santonio Holmes,,2008,2010,47
xml/oldDynastyData.xml,2008,5557,,Benjamin Watson,,2008,2008,5
xml/oldDynastyData.xml,2008,8427,,Shawne Merriman,,2008,2010,2
xml/oldDynastyData.xml,2008,3684,,Aaron Kampman,,2008,2010,1
xml/oldDynastyData.xml,2008,4469,,Marcus Trufant,,2008,2010,1
xml/oldDynastyData.xml,2008,2569,,Nate Clements,,2008,2010,3
xml/oldDynastyData.xml,2008,8524,,Brandon Jacobs,,2008,2010,44
xml/oldDynastyData.xml,2008,1753,,Donovan McNabb,,2008,2008,21
xml/oldDynastyData.xml,2008,5209,,Tony Romo,,2008,2008,220
xml/oldDynastyData.xml,2008,3579,,Clinton Portis,,2008,2008,180
xml/oldDynastyData.xml,2008,5679,,Michael Turner,,2008,2009,115
xml/oldDynastyData.xml,2008,1056,,Terrell Owens,,2008,2009,156
xml/oldDynastyData.xml,2008,2622,,Steve Smith,,2008,2010,120
xml/oldDynastyData.xml,2008,3542,,Jeremy Shockey,,2008,2008,43
xml/oldDynastyData.xml,2008,9638,,Greg Jennings,,2008,2010,32
xml/oldDynastyData.xml,2008,10469,,Jon Beason,,2008,2010,1
xml/oldDynastyData.xml,2008,11267,,Donnie Avery,,2008,2010,1
xml/oldDynastyData.xml,2008,10466,,Brady Quinn,,2008,2010,1
xml/oldDynastyData.xml,2008,8475,,Vincent Jackson,,2008,2010,2
xml/oldDynastyData.xml,2008,2612,,Adrian Wilson,,2008,2008,2
xml/oldDynastyData.xml,2008,10518,,Yamon Figurs,,2008,2010,1
xml/oldDynastyData.xml,2008,4519,,L.J. Smith,,2008,2010,1
xml/oldDynastyData.xml,2008,5551,,Chris Perry,,2008,2010,1
xml/oldDynastyData.xml,2008,11258,,Chris Johnson,,2008,2010,5
xml/oldDynastyData.xml,2008,2594,,Aaron Schoebel,,2008,2010,2
xml/oldDynastyData.xml,2008,5633,,Jerricho Cotchery,,2008,2010,32
xml/oldDynastyData.xml,2008,4950,,Earnest Graham,,2008,2008,25
xml/oldDynastyData.xml,2008,2580,,Drew Brees,,2008,2008,100
xml/oldDynastyData.xml,2008,5880,,Willie Parker,,2008,2008,120
xml/oldDynastyData.xml,2008,2753,,T.J. Houshmandzadeh,,2008,2008,99
xml/oldDynastyData.xml,2008,1433,,Randy Moss,,2008,2008,211
xml/oldDynastyData.xml,2008,8444,,Heath Miller,,2008,2008,45
xml/oldDynastyData.xml,2008,10636,,Mason Crosby,,2008,2008,4
xml/oldDynastyData.xml,2008,3619,,Brian Westbrook,,2008,2008,320
xml/oldDynastyData.xml,2008,2161,,Keith Bulluck,,2008,2008,2
xml/oldDynastyData.xml,2008,2868,,Adewale Ogunleye,,2008,2008,3
xml/oldDynastyData.xml,2008,1775,,Antoine Winfield,,2008,2008,3
xml/oldDynastyData.xml,2008,1693,,Jake Delhomme,,2008,2008,7
xml/oldDynastyData.xml,2008,3541,,Donte' Stallworth,,2008,2008,6
xml/oldDynastyData.xml,2008,10475,,Greg Olsen,,2008,2008,4
xml/oldDynastyData.xml,2008,1966,,Donald Driver,,2008,2010,7
xml/oldDynastyData.xml,2008,1494,,Hines Ward,,2008,2010,9
xml/oldDynastyData.xml,2008,1782,,Patrick Kerney,,2008,2008,3
xml/oldDynastyData.xml,2008,1758,,Champ Bailey,,2008,2008,4
xml/oldDynastyData.xml,2008,10446,,JaMarcus Russell,,2008,2008,60
xml/oldDynastyData.xml,2008,9475,,Ryan Grant,,2008,2008,201
xml/oldDynastyData.xml,2008,8523,,Marion Barber,,2008,2010,185
xml/oldDynastyData.xml,2008,1757,,Torry Holt,,2008,2008,92
xml/oldDynastyData.xml,2008,5362,,Antonio Gates,,2008,2010,130
xml/oldDynastyData.xml,2008,2579,,Todd Heap,,2008,2008,20
xml/oldDynastyData.xml,2008,5536,,Ben Roethlisberger,,2008,2008,120
xml/oldDynastyData.xml,2008,112,,Brett Favre,,2008,2009,30
xml/oldDynastyData.xml,2008,5615,,Matt Schaub,,2008,2010,35
xml/oldDynastyData.xml,2008,8442,,Roddy White,,2008,2009,50
xml/oldDynastyData.xml,2008,10522,,James Jones,,2008,2008,18
xml/oldDynastyData.xml,2008,4487,,Nick Barnett,,2008,2008,3
xml/oldDynastyData.xml,2008,4474,,Troy Polamalu,,2008,2008,1
xml/oldDynastyData.xml,2008,4680,,Josh Brown,,2008,2008,1
xml/oldDynastyData.xml,2008,4475,,Bryant Johnson,,2008,2010,1
xml/oldDynastyData.xml,2008,5645,,Ernest Wilford,,2008,2010,1
xml/oldDynastyData.xml,2008,11287,,Limas Sweed,,2008,2010,3
