ID,Owner,Name,Position,Start,End,Salary
91,Patrick,Carson Palmer,QB,2008,2010,$100
232,Patrick,Frank Gore,RB,2008,2010,$175
654,Patrick,LaDainian Tomlinson,RB,2008,2008,$370
69,Patrick,Santana Moss,WR,2008,2008,$41
449,Patrick,Kellen Winslow,TE,2008,2010,$60
20,Patrick,Jared Allen,DL,2008,2008,$21
120,Patrick,Adam Vinatieri,K,2008,2008,$2
739,Patrick,Trent Edwards,QB,2008,2008,$3
-1,Patrick,Kenny Watson,RB,2008,2010,$1
-1,Patrick,Reggie Williams,WR,2008,2008,$1
-1,Patrick,Derrick Mason,WR,2008,2008,$1
-1,Patrick,Ronald Curry,WR,2008,2008,$2
64,Patrick,Owen Daniels,TE,2008,2010,$3
-1,Patrick,Will Witherspoon,LB,2008,2008,$1
85,Patrick,Justin Tuck,DL,2008,2008,$3
49,Patrick,Robbie Gould,K,2008,2008,$1
-1,Patrick,Justin Fargas,RB,2008,2008,$1
-1,Patrick,Fred Taylor,RB,2008,2008,$2
306,Patrick,DeAngelo Williams,RB,2008,2008,$3
48,Patrick,James Harrison,LB,2008,2008,$1
-1,Patrick,Ellis Hobbs,DB,2008,2010,$15
-1,Patrick,Patrick Crayton,WR,2008,2009,$7
649,Patrick,Antonio Cromartie,DB,2008,2008,$5
684,Patrick,Julius Peppers,DL,2008,2008,$4
673,Patrick,Jason Campbell,QB,2008,2009,$8
-1,Patrick,Rudi Johnson,RB,2008,2008,$16
194,Patrick,Reggie Wayne,WR,2008,2009,$115
57,Koci,Steven Jackson,RB,2008,2008,$331
695,Koci,Ted Ginn,WR,2008,2009,$70
-1,Koci,Braylon Edwards,WR,2008,2008,$161
-1,Koci,Nate Kaeding,K,2008,2010,$1
-1,Koci,Terrence McGee,DB,2008,2008,$76
188,Koci,Eli Manning,QB,2008,2010,$22
279,Koci,Devin Hester,WR,2008,2009,$60
15,Koci,Patrick Willis,LB,2008,2008,$17
758,Koci,Shayne Graham,K,2008,2010,$1
34,Koci,Pierre Thomas,RB,2008,2010,$1
16,Koci,Ray Rice,RB,2008,2010,$1
-1,Koci,Bernard Berrian,WR,2008,2010,$3
-1,Koci,Devin Thomas,WR,2008,2010,$3
96,Koci,Aaron Rodgers,QB,2008,2010,$6
2295,Koci,Kevin Smith,RB,2008,2010,$6
179,Koci,Reggie Bush,RB,2008,2010,$22
648,Koci,Brandon Marshall,WR,2008,2010,$21
3,Koci,David Harris,LB,2008,2008,$13
-1,Koci,Kerry Rhodes,DB,2008,2010,$7
318,Koci,Chris Long,DL,2008,2010,$4
294,Syed,Peyton Manning,QB,2008,2009,$161
-1,Syed,Joseph Addai,RB,2008,2008,$360
-1,Syed,Jamal Lewis,RB,2008,2008,$173
177,Syed,Wes Welker,WR,2008,2008,$100
-1,Syed,Laveranues Coles,WR,2008,2008,$75
145,Syed,Rashard Mendenhall,RB,2008,2010,$55
