Owner	Name	Position	Start	End	Last	Cut	Now	2025	2026	2027
Koci/Mueller	Derrick Johnson	LB	2017	2017	$1	2017		$0	$0	$0
Anthony	Greg Zuerlein	K	FA	2017	$3	2017		$0	$0	$0
Anthony	Morgan Burnett	DB	2016	2018	$1	2017		$0	$0	$0
Anthony	Brandon Marshall (NYG)	WR	2017	2017	$30	2017		$0	$0	$0
Jason	T.J. Yeldon	RB	FA	2017	$2	2017		$0	$0	$0
Justin	Mike Tolbert	RB	FA	2017	$1	2017		$0	$0	$0
Koci/Mueller	J.J. Watt	DL	2017	2017	$45	2017		$0	$0	$0
Justin	Antoine Bethea	DB	2015	2017	$1	2017		$0	$0	$0
Keyon	Cory James	LB	FA	2017	$1	2017		$0	$0	$0
Jason	Jaylon Smith	LB	FA	2017	$1	2017		$0	$0	$0
Mike	Chris Conley	WR	2015	2017	$5	2017		$0	$0	$0
Mike	Connor Barth	K	FA	2017	$1	2017		$0	$0	$0
Keyon	Haason Reddick	LB	2017	2019	$1	2017		$0	$0	$0
Patrick	Adam Jones	DB	2015	2017	$10	2017		$0	$0	$0
Patrick	Eric Decker	WR	2015	2017	$30	2017		$0	$0	$0
Patrick	Kenny Britt	WR	2017	2017	$10	2017		$0	$0	$0
Patrick	Sam Bradford	QB	2017	2017	$38	2017		$0	$0	$0
Patrick	Terrance West	RB	2017	2019	$26	2017		$0	$0	$0
Patrick	Cliff Avril	DL	2017	2019	$1	2017		$0	$0	$0
Anthony	Dante Fowler Jr.	DL	FA	2017	$3	2017		$0	$0	$0
Jason	Tyler Higbee	TE	FA	2017	$1	2017		$0	$0	$0
Schexes	Matt Barkley	QB	2017	2019	$1	2017		$0	$0	$0
Anthony	K.J. Wright	LB	FA	2017	$2	2017		$0	$0	$0
Luke	Anthony Zettel	DL	FA	2017	$1	2017		$0	$0	$0
Jason	Tyler Eifert	TE	2017	2017	$35	2017		$0	$0	$0
Luke	Olivier Vernon	DL	2017	2017	$3	2017		$0	$0	$0
Luke	Rex Burkhead	RB	2017	2019	$7	2017		$0	$0	$0
Mitch	Corey Clement	RB	FA	2017	$1	2017		$0	$0	$0
Patrick	Jason Myers	K	FA	2017	$1	2017		$0	$0	$0
Quinn	Jordan Hicks	LB	2016	2018	$3	2017		$0	$0	$0
Keyon	Dan Bailey	K	2017	2019	$1	2017		$0	$0	$0
Keyon	Kenneth Dixon	RB	2016	2018	$13	2017		$0	$0	$0
Keyon	Malik Hooker	DB	2017	2019	$1	2017		$0	$0	$0
Keyon	Gerald Everett	TE	2017	2019	$1	2017		$0	$0	$0
Luke	Andre Ellington	RB	FA	2017	$13	2017		$0	$0	$0
Luke	T.J. Ward	DB	2017	2017	$2	2017		$0	$0	$0
Schexes	Jeremy Hill	RB	2017	2017	$22	2017		$0	$0	$0
Schexes	Matt Prater	K	2017	2017	$1	2017		$0	$0	$0
Mitch	Matt Bryant	K	2017	2017	$5	2017		$0	$0	$0
Quinn	John Simon	LB	FA	2017	$1	2017		$0	$0	$0
Justin	Ray-Ray Armstrong	LB	FA	2017	$1	2017		$0	$0	$0
Justin	J.J. Nelson	WR	FA	2017	$1	2017		$0	$0	$0
Quinn	Mason Crosby	K	2017	2017	$1	2017		$0	$0	$0
Anthony	Carson Palmer	QB	2017	2017	$70	2017		$0	$0	$0
Brett	Ryan Succop	K	FA	2017	$1	2017		$0	$0	$0
Brett	Taylor Gabriel	WR	FA	2017	$1	2017		$0	$0	$0
Mitch	Phillip Dorsett	WR	FA	2017	$1	2017		$0	$0	$0
Quinn	Kai Forbath	K	FA	2017	$1	2017		$0	$0	$0
Mitch	Tyler Boyd	WR	2016	2018	$17	2017		$0	$0	$0
Justin	Jason Pierre-Paul	DL	2016	2018	$3	2017		$0	$0	$0
Anthony	Thomas Davis	LB	2016	2018	$9	2017		$0	$0	$0
Keyon	Deonte Thompson	WR	FA	2017	$1	2017		$0	$0	$0
Mitch	Daniel Sorensen	DB	FA	2017	$1	2017		$0	$0	$0
Justin	Laquon Treadwell	WR	2016	2018	$17	2017		$0	$0	$0
Justin	Mason Foster	LB	FA	2017	$1	2017		$0	$0	$0
Quinn	Roger Lewis	WR	FA	2017	$16	2017		$0	$0	$0
Quinn	Andrew Sendejo	DB	FA	2017	$1	2017		$0	$0	$0
Schexes	Alex Anzalone	LB	2017	2019	$1	2017		$0	$0	$0
Quinn	Andrew Luck	QB	2016	2017	$240	2017		$0	$0	$0
Luke	Michael Floyd	WR	FA	2017	$1	2017		$0	$0	$0
Luke	Jamal Agnew	DB	FA	2017	$1	2017		$0	$0	$0
Anthony	Zach Miller	TE	2016	2018	$1	2017		$0	$0	$0
Anthony	De'Anthony Thomas	WR	FA	2017	$2	2017		$0	$0	$0
Luke	Trent Taylor	WR	FA	2017	$1	2017		$0	$0	$0
Quinn	Jalen Mills	DB	FA	2017	$1	2017		$0	$0	$0
Keyon	Willie Snead	WR	2016	2018	$21	2017		$0	$0	$0
Luke	Sam Bradford	QB	FA	2017	$9	2017		$0	$0	$0
Luke	Martellus Bennett	TE	2015	2017	$25	2017		$0	$0	$0
Jason	Tyler Ervin	RB	2016	2018	$7	2017		$0	$0	$0
Quinn	Jason Pierre-Paul	DL	FA	2017	$1	2017		$0	$0	$0
Quinn	Kyle Van Noy	LB	FA	2017	$2	2017		$0	$0	$0
Anthony	Calvin Johnson	WR	FA	2017	$1	2017		$0	$0	$0
Jason	Kendell Beckwith	LB	FA	2017	$2	2017		$0	$0	$0
Anthony	Bennie Fowler III	WR	FA	2017	$1	2017		$0	$0	$0
Keyon	Cameron Wake	DL	FA	2017	$1	2017		$0	$0	$0
Keyon	Matthias Farley	DB	FA	2017	$1	2017		$0	$0	$0
Luke	Ryan Succop	K	FA	2017	$1	2017		$0	$0	$0
Mitch	Torrey Smith	WR	FA	2017	$9	2017		$0	$0	$0
Keyon	Preston Brown	LB	FA	2017	$1	2017		$0	$0	$0
Koci/Mueller	DeForest Buckner	DL	FA	2017	$1	2017		$0	$0	$0
Anthony	Taylor Gabriel	WR	FA	2017	$1	2017		$0	$0	$0
Koci/Mueller	Ed Dickson	TE	FA	2017	$7	2017		$0	$0	$0
Mike	Christian Hackenberg	QB	2016	2018	$4	2017		$0	$0	$0
Anthony	Jamie Collins	LB	2016	2018	$9	2017		$0	$0	$0
Luke	B.J. Goodson	LB	FA	2017	$2	2017		$0	$0	$0
Koci/Mueller	Emmanuel Ogbah	DL	2016	2018	$1	2017		$0	$0	$0
Luke	Olivier Vernon	DL	FA	2017	$1	2017		$0	$0	$0
Luke	Deonte Thompson	WR	FA	2017	$2	2017		$0	$0	$0
Luke	Stephon Tuitt	DL	FA	2017	$1	2017		$0	$0	$0
Luke	Tavarres King	WR	FA	2017	$1	2017		$0	$0	$0
Quinn	Tom Savage	QB	FA	2017	$11	2017		$0	$0	$0
Anthony	Drew Stanton	QB	FA	2017	$2	2017		$0	$0	$0
Keyon	Paxton Lynch	QB	FA	2017	$7	2017		$0	$0	$0
Keyon	Deone Bucannon	LB	FA	2017	$2	2017		$0	$0	$0
Patrick	Vontaze Burfict	LB	2016	2018	$10	2017		$0	$0	$0
Patrick	Cody Kessler	QB	2016	2018	$8	2017		$0	$0	$0
Patrick	Breshad Perriman	WR	2016	2018	$3	2017		$0	$0	$0
Justin	Pharoh Cooper	WR	FA	2017	$1	2017		$0	$0	$0
Keyon	Seth Roberts	WR	FA	2017	$3	2017		$0	$0	$0
Patrick	Bruce Ellington	WR	FA	2017	$1	2017		$0	$0	$0
Keyon	Vonn Bell	DB	FA	2017	$1	2017		$0	$0	$0
Anthony	Glover Quin	DB	FA	2017	$3	2017		$0	$0	$0
Anthony	Geno Smith	QB	FA	2017	$6	2017		$0	$0	$0
Keyon	Jason Pierre-Paul	DL	FA	2017	$1	2017		$0	$0	$0
Luke	Byron Marshall	RB	FA	2017	$5	2017		$0	$0	$0
Luke	Josh Reynolds	WR	FA	2017	$1	2017		$0	$0	$0
Justin	Alex Okafor	DL	FA	2017	$1	2017		$0	$0	$0
Luke	Julius Peppers	DL	FA	2017	$1	2017		$0	$0	$0
Patrick	Tom Savage	QB	FA	2017	$15	2017		$0	$0	$0
Quinn	Ryan Fitzpatrick	QB	FA	2017	$3	2017		$0	$0	$0
Quinn	Benardrick McKinney	LB	2017	2017	$10	2017		$0	$0	$0
Keyon	Devin McCourty	DB	FA	2017	$1	2017		$0	$0	$0
Keyon	Kai Forbath	K	FA	2017	$1	2017		$0	$0	$0
Justin	Jason Witten	TE	2016	2018	$4	2018		$0	$0	$0
Justin	Jeremy Maclin	WR	2016	2018	$75	2018		$0	$0	$0
Justin	Mike Gillislee	RB	2017	2019	$70	2018		$0	$0	$0
Keyon	Hunter Henry	TE	2016	2018	$8	2018		$0	$0	$0
Patrick	Jesse James	TE	2017	2019	$1	2018		$0	$0	$0
Patrick	Kevin White	WR	2017	2019	$6	2018		$0	$0	$0
Koci/Mueller	Darren McFadden	RB	2016	2018	$3	2018		$0	$0	$0
Koci/Mueller	Rodney Adams	WR	2017	2019	$1	2018		$0	$0	$0
Luke	Ty Montgomery	RB	2017	2019	$99	2018		$0	$0	$0
Justin	Julius Thomas	TE	2016	2018	$10	2018		$0	$0	$0
Justin	Wendell Smallwood	RB	2016	2018	$7	2018		$0	$0	$0
Justin	Travis Benjamin	WR	2016	2018	$10	2018		$0	$0	$0
Mike	Dez Bryant	WR	2017	2018	$135	2018		$0	$0	$0
Mike	Josh Malone	WR	2017	2019	$3	2018		$0	$0	$0
Mike	Kam Chancellor	DB	2017	2018	$7	2018		$0	$0	$0
Keyon	Trevor Siemian	QB	2016	2018	$1	2018		$0	$0	$0
Keyon	Joshua Dobbs	QB	2017	2019	$4	2018		$0	$0	$0
Brett	Jalin Marshall	WR	2016	2018	$1	2018		$0	$0	$0
Jason	Donte Moncrief	WR	2017	2019	$15	2018		$0	$0	$0
Jason	De'Angelo Henderson	RB	2017	2019	$3	2018		$0	$0	$0
Schexes	Rishard Matthews	WR	2017	2019	$13	2018		$0	$0	$0
Schexes	Terrelle Pryor	WR	2016	2018	$25	2018		$0	$0	$0
Schexes	Reggie Nelson	DB	2016	2018	$5	2018		$0	$0	$0
Schexes	Charles Sims	RB	2017	2019	$5	2018		$0	$0	$0
Schexes	Donnel Pumphrey	RB	2017	2019	$3	2018		$0	$0	$0
Schexes	Jordan Matthews	WR	2017	2018	$16	2018		$0	$0	$0
Schexes	Ryan Shazier	LB	2017	2019	$7	2018		$0	$0	$0
Anthony	Jacquizz Rodgers	RB	2017	2019	$7	2018		$0	$0	$0
Anthony	Joe Williams	RB	2017	2019	$12	2018		$0	$0	$0
Anthony	ArDarius Stewart	WR	2017	2019	$5	2018		$0	$0	$0
Anthony	Lorenzo Alexander	DL/LB	2017	2019	$10	2018		$0	$0	$0
Anthony	Paul Perkins	RB	2016	2018	$13	2018		$0	$0	$0
Anthony	Doug Martin	RB	2017	2019	$50	2018		$0	$0	$0
Anthony	Mark Ingram II	RB	2016	2018	$182	2018		$0	$0	$0
Quinn	Lamar Miller	RB	2016	2018	$250	2018		$0	$0	$0
Quinn	Tavon Austin	WR	2016	2018	$97	2018		$0	$0	$0
Quinn	Coby Fleener	TE	2016	2018	$30	2018		$0	$0	$0
Quinn	Eddie Lacy	RB	2017	2019	$40	2018		$0	$0	$0
Quinn	Jeremy McNichols	RB	2017	2019	$6	2018		$0	$0	$0
Mitch	DeAndre Washington	RB	2016	2018	$25	2018		$0	$0	$0
Mitch	Karl Joseph	DB	2016	2018	$1	2018		$0	$0	$0
Schexes	EJ Manuel	QB	2016	2018	$3	2018		$0	$0	$0
Keyon	Marqise Lee	WR	2017	2019	$13	2018		$0	$0	$0
Mitch	T.J. Yeldon	RB	2018	2018	$2	2018		$0	$0	$0
Patrick	Shane Vereen	RB	2017	2019	$1	2018		$0	$0	$0
Luke	Bo Scarbrough	RB	2018	2018	$2	2018		$0	$0	$0
Jason	Jerick McKinnon	RB	2018	2018	$87	2018		$0	$0	$0
Koci/Mueller	Elijah Hood	RB	2017	2019	$2	2018		$0	$0	$0
Koci/Mueller	Malcolm Mitchell	WR	2016	2018	$9	2018		$0	$0	$0
Koci/Mueller	Eric Weddle	DB	2016	2018	$2	2018		$0	$0	$0
Anthony	Corey Coleman	WR	2016	2018	$17	2018		$0	$0	$0
Luke	Devante Mays	RB	2017	2019	$3	2018		$0	$0	$0
Luke	Brice Butler	WR	2018	2018	$1	2018		$0	$0	$0
Luke	Adam Shaheen	TE	2017	2019	$1	2018		$0	$0	$0
Anthony	T.J. Watt	LB	2017	2019	$1	2018		$0	$0	$0
Quinn	Ryan Nall	RB	2018	2018	$1	2018		$0	$0	$0
Quinn	Boston Scott	RB	2018	2018	$1	2018		$0	$0	$0
Keyon	Morgan Burnett	DB	FA	2018	$1	2018		$0	$0	$0
Koci/Mueller	Jatavis Brown	LB	2017	2019	$1	2018		$0	$0	$0
Justin	Danny Amendola	WR	2016	2018	$5	2018		$0	$0	$0
Mitch	Delanie Walker	TE	2018	2018	$18	2018		$0	$0	$0
Anthony	Keanu Neal	DB	2017	2019	$10	2018		$0	$0	$0
Brett	Braxton Miller	WR	2016	2018	$5	2018		$0	$0	$0
