"ID","Player","Team","Position","RkOv","Status","Age","Opponent","Salary","Contract","Score","%D","ADP","GP","FG%","3PTM","FTM","FT%","PTS","REB","AST","ST","BLK","TO"
"*06ccb*","Nick Smith","LAL","SG,G","365","FA","21","GS Tue 7:00PM","1","TBA","32.85","0","-","40",".395","45.3","30",".838","255","60","51.7","8.3","6.7","33.3"
"*05ujw*","Jericho Sims","MIL","C","366","FA","26","","1","TBA","32.69","0","-","50",".637","2.2","31.3",".685","155","160","25","8.3","18.3","18.3"
"*06v5o*","Liam McNeeley","CHA","SF,PF","367","FA","19","","1","TBA","32.53","0","-","40",".462","27.6","28.5",".801","206.7","77.3","44","14.7","8","22.7"
"*06v5i*","Thomas Sorber","OKC","SF,PF,C","368","FA","19","HOU Tue 4:30PM","1","TBA","32.33","0","-","40",".487","19.1","28",".759","184.4","87.8","34.4","12.2","11.1","20"
"*06cp4*","Craig Porter","CLE","PG,G","369","FA","25","","1","TBA","32.11","4","293.8","50",".504","10.4","29",".782","196.3","72.5","80","13.8","10","31.3"
"*06gix*","Duop Reath","POR","C","370","FA","29","","1","TBA","31.91","0","-","40",".474","27.1","22.9",".720","202.2","78.9","23.3","10","12.2","17.8"
"*0622i*","Gui Santos","GS","PF","371","FA","23","@LAL Tue 7:00PM","1","TBA","31.91","0","-","40",".479","23.1","28.6",".851","176","94.1","33","9.8","9.8","20.8"
"*06v81*","Johni Broome","PHI","SF,PF,C","372","FA","23","","1","TBA","31.74","0","-","30",".564","6.2","28.6",".731","163","109","28","10","16","18"
"*05uwa*","A.J. Lawson","TOR","SG,G","373","FA","25","","1","TBA","31.56","0","-","35",".462","24.1","22.6",".638","208.5","63.2","29.1","16.4","10.1","16.4"
"*06mk4*","Nikola Topic","OKC","PG,G","374","Luke","20","HOU Tue 4:30PM","1","TBA","31.55","37","264.8","40",".457","37.5","0",".000","245","73.3","98.3","21.7","6.7","35"
"*05uji*","Kessler Edwards","DEN","SF,PF","375","FA","25","","1","TBA","31.45","0","-","45",".439","33.8","21.9",".758","190","71.3","36.3","15","7.5","15"
"*05qv9*","Anthony Gill","WAS","PF","376","FA","32","","1","TBA","31.3","0","-","50",".488","12.5","27.8",".766","190","91.3","31.3","13.8","10","25"
"*06v7y*","Noah Penda","ORL","SF,PF","377","FA","20","","1","TBA","31.22","0","-","45",".462","25.9","26.8",".802","193.8","72.5","41.3","13.8","7.5","21.3"
"*06mlq*","Pelle Larsson","MIA","SG,G,SF","378","FA","24","","1","TBA","31","12","295.1","40",".448","28.1","27.5",".811","198","58.7","44","14.7","7.3","25.7"
"*05qve*","JaeSean Tate","HOU","SF","379","FA","29","@OKC Tue 4:30PM","1","TBA","30.62","0","-","55",".470","13.4","18.6",".657","155.8","103.9","36.7","21.4","9.2","19.9"
"*06mkc*","Jaylon Tyson","CLE","SG,G,SF","380","FA","22","","1","TBA","30.56","12","289.8","45",".462","25.9","26.9",".805","193.8","75","32.5","15","6.3","21.3"
"*06v5m*","Joan Beringer","MIN","C","381","FA","18","","1","TBA","30.17","0","-","40",".564","5.5","25.4",".730","144.9","96.9","24.9","8.9","14.2","16"
"*0621j*","Malaki Branham","WAS","PG,SG,G","382","FA","22","","1","TBA","30.08","0","-","50",".440","34.1","25.7",".862","250.6","48.9","50.4","9.2","3.1","32.1"
"*0621v*","Caleb Houstan","ATL","SF","383","FA","22","","1","TBA","29.48","0","-","40",".433","41.7","20.4",".800","210.7","57.3","25.3","8","4","14.7"
"*06v59*","Will Riley","WAS","SF,PF","384","FA","19","","1","TBA","29.47","0","-","40",".462","23","23.8",".801","172.2","64.4","36.7","12.2","6.7","18.9"
"*06mkm*","Baylor Scheierman","BOS","SG,G","385","FA","25","","1","TBA","29.32","12","292.2","30",".448","24.9","24.4",".813","175.5","53.1","39","10.8","7.6","21.7"
"*005kf*","Eric Gordon","PHI","SG,G,SF","386","RMK","36","","1","TBA","28.88","0","-","30",".443","34.6","16.5",".801","181.3","31.3","33.8","15","7.5","17.5"
"*04qsn*","Svi Mykhailiuk","UTA","SF","387","FA","28","","1","TBA","28.54","0","-","30",".432","34","16.7",".756","167","54","31","14","5","14"
"*06ca4*","Kobe Bufkin","BKN","SG,G","388","FA","22","","1","TBA","28.36","2","290.9","30",".428","22.9","18.2",".774","160.4","46.8","51.3","12.8","6.4","17.4"
"*06mmc*","Justin Edwards","PHI","SG,G,SF","389","Joel","21","","3","TBA","28.31","12","292.9","20",".462","20.7","21.5",".805","155","58","29","14","7","14"
"*06v83*","Chaz Lanier","DET","PG,SG,G","390","FA","23","","1","TBA","28.3","0","-","40",".448","23","22.5",".812","162","52","40","11","6","19"
"*0661b*","Jamal Cain","ORL","SF","391","FA","26","","1","TBA","28.25","0","-","30",".447","17.2","23.6",".805","141","53","28","14","7","12"
"*05uj2*","Jaden Springer","NO","PG,G","392","FA","23","","1","TBA","27.93","4","293.6","45",".427","10.3","23.9",".836","127","54","34","19","9","23"
"*06v5d*","Hugo Gonzalez","BOS","SG,G,SF,PF","393","FA","19","","1","TBA","27.58","0","-","30",".462","20.7","21.4",".801","155","58","33","11","6","17"
"*0623e*","Collin Gillespie","PHO","PG,G","394","FA","26","","1","TBA","27.24","8","294","30",".460","24.9","20.5",".768","162","41","55","17","0","22"
"*0015b*","Kyle Lowry","PHI","PG,G","395","FA","39","","1","TBA","27.04","0","-","40",".432","22.6","17.7",".839","125.6","44.4","58.9","14.4","4.4","20"
"*06cef*","Oscar Tshiebwe","UTA","C","396","FA","25","","1","TBA","26.6","8","294.2","20",".551","1.8","22.5",".721","124.7","81.3","13.3","6.7","8.7","6.7"
"*06mm1*","Bronny James","LAL","SG,G","397","FA","21","GS Tue 7:00PM","1","TBA","26.47","30","275.2","30",".457","20.6","21.5",".824","156.8","44","49.5","11","2.8","24.8"
"*03e79*","Dwight Powell","DAL","C","398","FA","34","","1","TBA","26.04","0","-","40",".634","1","23.4",".688","87.1","79.1","29.3","9.8","8","12.4"
"*06pst*","Kylor Kelley","NO","C","399","FA","28","","1","TBA","25.81","0","-","20",".563","4.1","19.1",".732","108.7","72.7","18.7","6.7","10.7","12"
"*06v5b*","Yanic Konan Niederhauser","LAC","SF,PF,C","400","FA","22","","1","TBA","25.81","0","-","30",".563","4.1","19.1",".732","108.7","72.7","18.7","6.7","10.7","12"
"*06cc9*","Olivier-Maxence Prosper","MEM","PF","401","FA","23","","1","TBA","25.75","0","-","40",".427","10.3","22.2",".696","105","67.7","21.8","6.2","5.4","8.6"
"*0623c*","Lester Quinones","ORL","SG,G","402","FA","24","","1","TBA","25.71","0","-","25",".418","23.3","17.9",".778","132.5","45.8","37.5","7.5","2.5","15"
"*06prl*","NaeQwan Tomlin","CLE","PF","403","FA","24","","1","TBA","25.61","0","-","20",".486","12.4","18.2",".758","119.9","57.1","22.4","7.9","7.2","13"
"*005kd*","Kevin Love","UTA","PF","404","FA","37","","1","TBA","25.56","0","-","20",".439","19.1","18.6",".782","114.3","76.4","27.5","4.9","2.4","11"
"*0621a*","Ousmane Dieng","OKC","PF,C","405","RMK","22","HOU Tue 4:30PM","1","22/24","25.52","0","-","30",".429","20.2","16.8",".812","129.3","52.3","31.2","8.3","2.8","16.5"
"*06mki*","Dillon Jones","WAS","SF","406","FA","23","","1","TBA","25.48","0","-","30",".463","17.3","17.9",".803","129.2","52.5","22.5","7.5","7.5","15"
"*06v86*","Micah Peavy","NO","PG,SG,G,SF,PF","407","FA","24","","1","TBA","25.3","0","-","30",".463","17.3","17.8",".798","129.2","48.3","27.5","9.2","5","14.2"
"*06mmh*","Isaac Jones","SAC","PF","408","FA","25","","1","TBA","25.28","0","-","40",".487","13.4","19.5",".756","129.1","61.4","22.6","5.4","5.4","17.1"
"*0621w*","Christian Koloko","LAL","C","409","FA","25","GS Tue 7:00PM","1","TBA","25.09","0","-","35",".563","4.2","19.4",".729","110.9","73.5","19.7","4.8","9.5","15"
"*03avi*","Doug McDermott","SAC","SF","410","FA","33","","1","TBA","25","0","-","30",".430","32.1","12.1",".725","143.9","37.6","27.5","7.3","2.8","12.8"
"*05qym*","Kenyon Martin","UTA","SF","411","FA","24","","1","TBA","24.97","0","-","30",".534","6.2","15",".620","124.6","71.5","29.3","10.8","6.5","17.3"
"*05quh*","Zeke Nnaji","DEN","PF,C","412","FA","24","","1","TBA","24.68","0","-","30",".484","3.1","19.1",".737","84.7","51.3","13.3","6","16","12"
"*06mm4*","Ariel Hukporti","NY","C","413","FA","23","","1","TBA","24.36","0","-","25",".564","3.9","17.8",".730","101.9","67.5","15","5","10","12.5"
"*0621r*","Patrick Baldwin","LAC","SF","414","FA","22","","1","TBA","23.92","0","-","30",".379","16.2","13.1",".712","98.3","60.8","15","9.8","7.5","14.3"
"*06ccc*","Dariq Whitehead","BKN","SF","415","FA","21","","1","TBA","23.63","0","-","20",".440","13.5","14.8",".796","100","34","24","9.3","4","11.3"
"*06mmb*","Reece Beekman","ORL","PG,G","416","FA","24","","1","TBA","23.44","0","-","20",".457","13.8","14.7",".845","104.5","26.9","36.1","7.9","2.4","12.8"
"*062do*","Tyson Etienne","BKN","PG,SG,G","417","FA","26","","1","TBA","23.44","0","-","20",".457","13.8","14.7",".845","104.5","26.9","36.1","7.9","2.4","12.8"
"*06223*","Bryce McGowens","NO","SG,G","418","FA","22","","1","TBA","23.19","0","-","35",".450","10.7","20.2",".789","98.8","35","19.4","7.8","3.1","10.9"
"*06rui*","Marcus Bagley","PHI","SF","419","FA","23","","1","TBA","23.13","0","-","20",".462","13.8","14.3",".803","103.3","38.7","22","7.3","4","11.3"
"*06mmi*","Branden Carlson","OKC","C","420","FA","26","HOU Tue 4:30PM","1","TBA","22.71","0","-","30",".563","3.6","16.6",".728","95.1","63","12.8","4.1","8.2","12.8"
"*06cf3*","Drew Timme","BKN","PF","421","FA","25","","1","TBA","22.7","0","-","20",".488","9.6","14",".761","92.2","43.9","17.2","6.1","5.6","10"
"*04xhz*","Jordan McLaughlin","SA","PG,G","422","FA","29","","1","TBA","22.53","0","-","20",".469","14.1","9.3",".782","76.1","24.4","33.9","10.6","2.2","7.2"
"*03acy*","Dario Saric","SAC","C","423","FA","31","","1","TBA","22.35","8","291.8","20",".460","12.7","13.3",".836","90.6","50.6","26.1","5.6","1.7","13.9"
"*06v82*","Adou Thiero","LAL","SF,PF","424","FA","21","GS Tue 7:00PM","1","TBA","22.19","4","293.5","20",".449","12.8","12.5",".812","90","28.9","22.2","6.1","3.3","10.6"
"*04qs9*","Jevon Carter","CHI","PG,G","425","FA","30","","1","TBA","22.13","0","-","30",".405","18.1","11",".743","98","16","20.7","8.7","4","8.7"
"*05wqo*","Dru Smith","MIA","SG,G","426","FA","27","","1","TBA","22.09","0","-","20",".457","10.9","12.5",".839","81.7","23.9","27.2","10","2.8","10.6"
"*06mlz*","Cam Spencer","MEM","SG,G","427","FA","25","","1","TBA","21.9","0","-","20",".449","12.8","12.5",".812","90","27.8","20","7.8","3.9","12.2"
"*06v7z*","Sion James","CHA","PG,SG,G","428","FA","22","","1","TBA","21.87","4","288.1","20",".449","12.8","12.5",".812","90","28.9","22.2","6.1","3.3","10.6"
"*05y9y*","Brandon Williams","DAL","PG,G","429","Joel","25","","15","TBA","21.68","12","295.5","20",".433","9.8","14.8",".747","84.5","24","30.5","6","3.5","13"
"*06mlo*","KJ Simpson","CHA","PG,G","430","FA","23","","1","TBA","21.17","4","293.1","20",".458","11.3","11.8",".825","85.5","25","27","7","2.5","13.5"
"*06cp2*","Colin Castleton","ORL","C","431","FA","25","","1","TBA","21.08","0","-","20",".580","1.8","16.9",".765","82.8","48.3","11.1","3.9","6.1","11.7"
"*06mm5*","PJ Hall","MEM","C","432","FA","23","","1","TBA","20.69","0","-","25",".564","2.6","11.9",".730","67.9","45","11.3","3.8","7.5","7.5"
"*01ng2*","Garrett Temple","TOR","SG,G","433","FA","39","","1","TBA","20.4","0","-","20",".429","9.4","10.3",".792","67","26","16.5","7.5","2.5","8.5"
"*0626t*","Dominick Barlow","PHI","SF","434","FA","22","","1","TBA","20.14","0","-","20",".515","2","11.4",".722","58.7","40.9","13.8","5.3","5.8","4.4"
"*06mo8*","Jackson Rowe","GS","PF","435","FA","28","@LAL Tue 7:00PM","1","TBA","19.95","0","-","20",".487","6.7","9.8",".760","64.6","30.7","11.3","5.4","2.7","5.4"
"*06233*","Ron Harper","BOS","SF","436","FA","25","","1","TBA","19.79","0","-","20",".463","9.2","9.5",".798","68.9","25.8","14.7","4.9","2.7","7.6"
"*06pvy*","Yuki Kawamura","CHI","PG,G","437","FA","24","","1","TBA","19.7","0","-","20",".458","8.8","9.2",".829","66.5","19.4","22.6","5.4","2.7","8.6"
"*02nf6*","Damian Lillard","POR","PG,G","438","pat","35","","200","22/24","19.18","16","285.1","20",".425","8.7","17.1",".924","68.3","12.5","20","2.8","0.6","7.5"
"*06mlt*","Antonio Reeves","CHA","SG,G,SF","439","FA","22","","1","TBA","18.9","0","-","20",".448","8.9","8.8",".815","63","19.4","14","5.4","2.7","8.6"
"*064tp*","Quenton Jackson","IND","PG,G","440","FA","27","","1","TBA","18.85","0","-","20",".448","8.9","8.6",".796","63","14","14","5.4","2.7","5.4"
"*0623l*","Jamaree Bouyea","MIL","PG,G","441","FA","26","","1","TBA","18.85","0","-","20",".418","7.8","10",".813","65.3","24.4","18.7","4","1.8","11.6"
"*05qtv*","Tyrese Haliburton","IND","PG,SG,G","442","Mitch","25","","275","23/24","18.81","39","257.9","20",".462","8.4","8",".860","59.2","12.2","32.2","3.6","2.2","6.9"
"*001ax*","Jeff Green","HOU","PF","443","FA","39","@OKC Tue 4:30PM","1","TBA","18.23","0","-","20",".443","6.3","11.9",".804","54.4","19.1","7","1.6","3.1","5.1"
"*06ccw*","Jordan Miller","LAC","SF","444","FA","25","","1","TBA","17.9","0","-","20",".480","6.5","8.7",".813","58.3","22.6","7.4","5.1","2.3","8.2"
"*06y2o*","Dylan Cardwell","SAC","C","445","FA","23","","1","TBA","17.76","0","-","20",".565","1.7","7.9",".725","45.3","30.3","7.8","2.8","4.4","5"
"*06vxw*","Hunter Dickinson","NO","C","446","FA","24","","1","TBA","17.76","0","-","20",".565","1.7","7.9",".725","45.3","30.3","7.8","2.8","4.4","5"
"*06vxy*","Vladislav Goldin","MIA","C","447","FA","24","","1","TBA","17.76","0","-","20",".565","1.7","7.9",".725","45.3","30.3","7.8","2.8","4.4","5"
"*06v8c*","Amari Williams","BOS","C","448","FA","23","","1","TBA","17.76","0","-","20",".565","1.7","7.9",".725","45.3","30.3","7.8","2.8","4.4","5"
"*06v8b*","Rocco Zikarsky","MIN","C","449","FA","19","","1","TBA","17.76","0","-","20",".565","1.7","7.9",".725","45.3","30.3","7.8","2.8","4.4","5"
"*065us*","Garrison Brooks","NO","SF,PF,C","450","FA","26","","1","TBA","17.4","0","-","20",".489","4.8","7",".761","46.1","21.9","8.6","3.1","2.8","5"
"*06ca2*","Kobe Brown","LAC","PF","451","FA","25","","1","TBA","17.27","0","-","30",".471","4.8","7.7",".748","43.3","22.3","7.3","3.3","3","3.7"
"*042np*","Skal Labissiere","WAS","PF,C","452","FA","29","","1","TBA","17.21","0","-","20",".489","4.8","7",".761","46.1","21.9","8.1","3.9","1.9","3.9"
"*06pu0*","Emanuel Miller","CHI","PF","453","FA","25","","1","TBA","17.21","0","-","20",".489","4.8","7",".761","46.1","21.9","8.1","3.9","1.9","3.9"
"*06mlw*","Enrique Freeman","MIN","PF","454","FA","25","","1","TBA","17.2","0","-","20",".489","4.8","7",".761","46.1","21.9","8.6","3.1","2.8","5"
"*06v8d*","Bogoljub Markovic","MIL","SF,PF","455","FA","20","","1","TBA","17.2","0","-","20",".489","4.8","7",".761","46.1","21.9","8.6","3.1","2.8","5"
"*06vy0*","Eli John Ndiaye","ATL","PF","456","FA","21","","1","TBA","17.2","0","-","20",".489","4.8","7",".761","46.1","21.9","8.6","3.1","2.8","5"
"*06v8i*","Alex Toohey","GS","SF,PF","457","FA","21","@LAL Tue 7:00PM","1","TBA","17.2","0","-","20",".489","4.8","7",".761","46.1","21.9","8.6","3.1","2.8","5"
"*070te*","Fanbo Zeng","BKN","PF","458","FA","22","","1","TBA","17.2","0","-","20",".489","4.8","7",".761","46.1","21.9","8.6","3.1","2.8","5"
"*06224*","E.J. Liddell","BKN","PF","459","FA","24","","1","TBA","17.2","0","-","20",".471","4.9","6.9",".767","46.1","21.9","8.6","3.3","2.8","5"
"*0622g*","JD Davison","HOU","PG,G","460","FA","23","@OKC Tue 4:30PM","1","TBA","17.18","0","-","20",".464","7.2","7.3",".839","51.1","12.5","15","5","0","5"
"*06mm6*","NFaly Dante","ATL","C","461","FA","23","","1","TBA","17.06","0","-","20",".565","1.7","7.9",".725","45.3","30","6.1","1.9","3.9","6.1"
"*06nv9*","Spencer Jones","DEN","SF","462","FA","24","","1","TBA","16.96","0","-","20",".489","4.8","7",".761","46.1","21.9","8.1","3.9","1.9","3.9"
"*06v8h*","Mohamed Diawara","NY","SF,PF","463","FA","20","","1","TBA","16.96","0","-","20",".489","4.8","7",".761","46.1","21.9","8.6","3.1","2.8","5"
"*06mor*","David Jones","SA","SF,PF","464","FA","23","","1","TBA","16.96","0","-","20",".489","4.8","7",".761","46.1","21.9","8.6","3.1","2.8","5"
"*06pvs*","Malevy Leons","OKC","SF,PF","465","FA","26","HOU Tue 4:30PM","1","TBA","16.96","0","-","20",".489","4.8","7",".761","46.1","21.9","8.6","3.1","2.8","5"
"*06yb4*","Cameron Matthews","HOU","SF,PF","466","FA","23","@OKC Tue 4:30PM","1","TBA","16.96","0","-","20",".489","4.8","7",".761","46.1","21.9","8.6","3.1","2.8","5"
"*06mlf*","Tyler Smith","MIL","PF","467","FA","20","","1","TBA","16.92","0","-","20",".489","4.8","7",".761","46.1","21.7","7.5","2.5","2.5","5"
"*06qdz*","Elijah Harkless","UTA","SG,G","468","FA","25","","1","TBA","16.79","0","-","20",".459","6.3","6.6",".835","47.5","13.9","16.1","3.9","1.9","6.1"
"*06hdy*","Drew Peterson","CHA","PF","469","FA","25","","1","TBA","16.76","0","-","20",".486","5.5","7",".761","48.3","21.9","8.1","1.9","1.9","6.1"
"*06mlj*","Bobi Klintman","DET","SF","470","FA","22","","1","TBA","16.67","0","-","20",".489","4.8","7",".761","46.1","21.9","7.2","2.8","2.8","5.3"
"*06mp0*","Isaiah Stevens","SAC","PG,G","471","FA","24","","1","TBA","16.66","0","-","20",".459","6.3","6.6",".835","47.5","13.9","16.1","3.9","1.9","6.1"
"*06y4e*","CJ Huntley","PHO","SF,PF","472","FA","23","","1","TBA","16.61","0","-","20",".489","4.8","7",".761","46.1","21.9","8.6","3.1","2.8","5"
"*06z7t*","Arthur Kaluma","LAL","SF,PF","473","FA","23","GS Tue 7:00PM","1","TBA","16.61","0","-","20",".489","4.8","7",".761","46.1","21.9","8.6","3.1","2.8","5"
"*06mlv*","Tristen Newton","MIN","SG,G","474","FA","24","","1","TBA","16.48","0","-","20",".459","6.3","6.5",".823","47.5","13.9","16.1","3.9","1.9","8.1"
"*06cel*","Sidy Cissoko","POR","SF","475","FA","21","","1","TBA","16.47","0","-","20",".448","4.8","6.3",".851","39.2","16.7","9.7","6.7","3.3","6.7"
"*06v5t*","Ben Saraf","BKN","PG,SG,G","476","FA","19","","1","TBA","16.45","0","-","20",".459","6.3","6.7",".848","47.5","12.2","16.4","3.6","1.1","5.8"
"*06mmf*","Daniss Jenkins","DET","PG,G","477","FA","24","","1","TBA","16.35","0","-","20",".459","6.3","6.5",".823","47.5","13.9","16.1","3.9","1.9","8.1"
"*06rph*","Taran Armstrong","GS","PG,G","478","FA","23","@LAL Tue 7:00PM","1","TBA","16.33","0","-","20",".459","6.3","6.7",".848","47.5","12.2","16.4","3.6","1.1","5.8"
"*06vy2*","Chucky Hepburn","TOR","PG,G","479","FA","22","","1","TBA","16.33","0","-","20",".459","6.3","6.7",".848","47.5","12.2","16.4","3.6","1.1","5.8"
"*06v84*","Kam Jones","IND","PG,G","480","FA","23","","1","TBA","16.33","0","-","20",".459","6.3","6.7",".848","47.5","12.2","16.4","3.6","1.1","5.8"
"*06vxt*","Mark Sears","MIL","PG,G","481","FA","22","","1","TBA","16.33","0","-","20",".459","6.3","6.7",".848","47.5","12.2","16.4","3.6","1.1","5.8"
"*06ps5*","Jahmir Young","MIA","PG,G","482","FA","25","","1","TBA","16.33","0","-","20",".459","6.3","6.7",".848","47.5","12.2","16.4","3.6","1.1","5.8"
"*06gno*","Pete Nance","MIL","PF","483","FA","25","","1","TBA","16.33","0","-","20",".476","4.2","6.8",".701","42.5","21.7","7.8","3.9","1.9","6.1"
"*06vy1*","Eric Dixon","CHA","PF","484","FA","24","","1","TBA","16.28","0","-","20",".463","5.8","5.9",".797","43.1","16.1","9.2","3.1","1.7","4.7"
"*06mm3*","Ulrich Chomche","TOR","PF","485","FA","19","","1","TBA","16.27","0","-","20",".565","1.7","8.2",".752","45.6","21.9","8.1","1.9","1.9","6.1"
"*06mm8*","Keshad Johnson","MIA","SF","486","FA","24","","1","TBA","16.27","0","-","20",".489","4.8","7",".761","46.1","21.9","8.1","1.9","1.9","6.1"
"*056aq*","Terence Davis","SAC","SG,G","487","FA","28","","1","TBA","16.26","0","-","20",".450","6.4","6.3",".818","45","13.9","10","3.9","1.9","3.9"
"*05wkc*","Ethan Thompson","MIA","SG,G","488","FA","26","","1","TBA","16.26","0","-","20",".450","6.4","6.3",".818","45","13.9","10","3.9","1.9","3.9"
"*06mlg*","Tyler Kolek","NY","PG,G","489","FA","24","","1","TBA","16.2","0","-","20",".459","6.3","6.5",".823","47.5","13.3","15","3.3","1.7","6.7"
"*055sg*","DaQuan Jeffries","CHA","SG,G","490","FA","28","","1","TBA","16.08","0","-","20",".434","7.2","5.8",".763","47.5","11.7","15.8","3.6","1.9","6.1"
"*0621s*","TyTy Washington","LAC","PG,G","491","FA","23","","1","TBA","16.05","0","-","20",".432","5.6","6.6",".835","42.8","13.9","14.4","4.2","1.7","6.1"
"*06pfe*","Trentyn Flowers","LAC","SF","492","FA","20","","1","TBA","16.02","0","-","20",".450","6.4","6.3",".818","45","13.9","10","3.9","1.9","6.1"
"*06mmg*","Isaiah Crawford","HOU","SF","493","FA","23","@OKC Tue 4:30PM","1","TBA","15.95","0","-","20",".463","5.8","6",".811","43.1","16.1","8.1","3.9","1.9","3.9"
"*06mlu*","Harrison Ingram","SA","SF","494","FA","22","","1","TBA","15.95","0","-","20",".463","5.8","6",".811","43.1","16.1","8.1","3.9","1.9","3.9"
"*06mm2*","Kevin McCullar","NY","SF","495","FA","24","","1","TBA","15.95","0","-","20",".463","5.8","6",".811","43.1","16.1","8.1","3.9","1.9","3.9"
"*06v8a*","Brooks Barnhizer","OKC","PG,SG,G","496","FA","23","HOU Tue 4:30PM","1","TBA","15.92","0","-","20",".450","6.4","6.3",".818","45","14.4","11.1","3.1","1.7","5.3"
"*06v87*","Koby Brea","PHO","PG,SG,G","497","FA","22","","1","TBA","15.92","0","-","20",".450","6.4","6.3",".818","45","14.4","11.1","3.1","1.7","5.3"
"*06yzq*","Curtis Jones","DEN","SG,G","498","FA","24","","1","TBA","15.92","0","-","20",".450","6.4","6.3",".818","45","14.4","11.1","3.1","1.7","5.3"
"*06vy3*","Caleb Love","POR","SG,G","499","FA","24","","1","TBA","15.92","0","-","20",".450","6.4","6.3",".818","45","14.4","11.1","3.1","1.7","5.3"
"*06vxp*","Taelon Peter","IND","PG,SG,G","500","FA","23","","1","TBA","15.92","0","-","20",".450","6.4","6.3",".818","45","14.4","11.1","3.1","1.7","5.3"
"*06v8p*","Will Richard","GS","PG,SG,G","501","FA","22","@LAL Tue 7:00PM","1","TBA","15.92","0","-","20",".450","6.4","6.3",".818","45","14.4","11.1","3.1","1.7","5.3"
"*06vxs*","Hunter Sallis","PHI","SG,G","502","FA","22","","1","TBA","15.92","0","-","20",".450","6.4","6.3",".818","45","14.4","11.1","3.1","1.7","5.3"
"*06v8g*","Kobe Sanders","LAC","PG,SG,G","503","FA","23","","1","TBA","15.92","0","-","20",".450","6.4","6.3",".818","45","14.4","11.1","3.1","1.7","5.3"
"*06va1*","Max Shulga","BOS","PG,SG,G","504","FA","23","","1","TBA","15.92","0","-","20",".450","6.4","6.3",".818","45","14.4","11.1","3.1","1.7","5.3"
"*06v8j*","John Tonje","UTA","PG,SG,G","505","FA","24","","1","TBA","15.92","0","-","20",".450","6.4","6.3",".818","45","14.4","11.1","3.1","1.7","5.3"
"*06v89*","Jamir Watkins","WAS","PG,SG,G","506","FA","24","","1","TBA","15.92","0","-","20",".450","6.4","6.3",".818","45","14.4","11.1","3.1","1.7","5.3"
"*06mp4*","Trey Alexander","NO","SG,G","507","FA","22","","1","TBA","15.92","0","-","20",".450","6.4","6.3",".818","45","13.9","10","3.9","1.9","6.1"
"*06y0j*","Tamar Bates","DEN","PG,SG,G","508","FA","22","","1","TBA","15.91","0","-","20",".459","6.3","6.7",".848","47.5","12.2","16.4","3.6","1.1","5.8"
"*06z7u*","RJ Davis","LAL","PG,SG,G","509","FA","23","GS Tue 7:00PM","1","TBA","15.91","0","-","20",".459","6.3","6.7",".848","47.5","12.2","16.4","3.6","1.1","5.8"
"*06z4q*","Chris Manon","LAL","PG,SG,G","511","FA","23","GS Tue 7:00PM","1","TBA","15.91","0","-","20",".459","6.3","6.7",".848","47.5","12.2","16.4","3.6","1.1","5.8"
"*06z7s*","Augustas Marciulionis","LAL","PG,SG,G","510","FA","23","GS Tue 7:00PM","1","TBA","15.91","0","-","20",".459","6.3","6.7",".848","47.5","12.2","16.4","3.6","1.1","5.8"
"*06y3q*","Ryan Nembhard","DAL","PG,SG,G","512","FA","22","","1","TBA","15.91","0","-","20",".459","6.3","6.7",".848","47.5","12.2","16.4","3.6","1.1","5.8"
"*06mog*","Riley Minix","SA","SF","513","FA","25","","1","TBA","15.87","0","-","20",".463","5.8","5.9",".797","43.1","16.1","8.1","3.9","1.9","3.9"
"*06vxx*","Miles Kelly","DAL","PG,G","514","FA","22","","1","TBA","15.83","0","-","20",".450","6.4","6.3",".818","45","14.4","11.1","3.1","1.7","5.3"
"*06v8f*","Tyrese Proctor","CLE","PG,SG,G","515","FA","21","","1","TBA","15.83","0","-","20",".450","6.4","6.3",".818","45","14.4","11.1","3.1","1.7","5.3"
"*06v8e*","Javon Small","MEM","PG,SG,G","516","FA","22","","1","TBA","15.83","0","-","20",".450","6.4","6.3",".818","45","14.4","11.1","3.1","1.7","5.3"
"*0622j*","Luke Travers","CLE","SG,G","517","FA","24","","1","TBA","15.82","0","-","20",".463","5.8","5.9",".797","43.1","16.1","8.1","3.9","1.9","3.9"
"*05qzd*","Kevon Harris","HOU","SG,G","518","FA","28","@OKC Tue 4:30PM","1","TBA","15.74","0","-","20",".466","5.3","6.3",".818","46.1","15","12.2","1.9","1.9","6.7"
"*06mlp*","Nikola Djurisic","ATL","SF,PF","519","FA","21","","1","TBA","15.61","0","-","20",".463","5.8","5.9",".797","43.1","16.1","9.2","3.1","1.7","4.7"
"*06z61*","Myron Gardner","MIA","SF","520","FA","24","","1","TBA","15.61","0","-","20",".463","5.8","5.9",".797","43.1","16.1","9.2","3.1","1.7","4.7"
"*04k0q*","Nigel Hayes-Davis","PHO","SF,PF","521","FA","30","","1","TBA","15.61","12","296.1","20",".463","5.8","5.9",".797","43.1","16.1","9.2","3.1","1.7","4.7"
"*06vxz*","RJ Luis","BOS","SG,G","522","FA","22","","1","TBA","15.56","0","-","20",".463","5.8","5.9",".797","43.1","16.1","9.2","3.1","1.7","4.7"
"*06vxq*","Jahmai Mashack","MEM","PG,SG,G","523","FA","22","","1","TBA","15.56","0","-","20",".463","5.8","5.9",".797","43.1","16.1","9.2","3.1","1.7","4.7"
