"ID","Player","Team","Position","RkOv","Status","Age","Opponent","Salary","Contract","Score","%D","ADP","GP","FG%","3PTM","FTM","FT%","PTS","REB","AST","ST","BLK","TO"
"*04aqo*","David Nwaba","(N/A)","SF","1318","FA","32","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05qt6*","Jordan Nwora","(N/A)","SF","1319","FA","27","","1","TBA","0","4","292.7","0","0","0","0","0","0","0","0","0","0","0"
"*0622h*","Yannick Nzosa","(N/A)","C","1320","FA","21","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*03siq*","JJ OBrien","(N/A)","SF","1321","FA","33","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*03e72*","Johnny OBryant III","(N/A)","PF","1322","FA","32","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*0484a*","Daniel Ochefu","(N/A)","C","1326","FA","31","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06669*","Alex OConnell","(N/A)","PG,SG,G","1323","FA","26","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*059il*","Norense Odiase","(N/A)","C","1327","FA","30","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06qfk*","Josh Oduro","(N/A)","SF,PF","1328","FA","24","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04ex0*","Semi Ojeleye","(N/A)","SF,PF","1329","FA","30","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*03ad1*","Jahlil Okafor","(N/A)","C","1330","FA","29","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*051ow*","Chuma Okeke","CLE","PF","1331","FA","27","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04qs8*","Elie Okobo","(N/A)","PG,G","1332","FA","27","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*051pc*","KZ Okpala","(N/A)","PF","1333","FA","26","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*031lp*","Victor Oladipo","(N/A)","SG,G","1334","FA","33","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06vyb*","Lachlan Olbrich","CHI","PF","1335","FA","21","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06mob*","Quincy Olivari","(N/A)","PG,G","1336","FA","24","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04fj9*","Cameron Oliver","(N/A)","SF,PF","1337","FA","29","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*0722p*","Norchad Omier","CLE","SF,PF","1338","FA","24","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05uuo*","Eugene Omoruyi","(N/A)","SF","1339","FA","28","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04xic*","Nuni Omot","(N/A)","SF","1340","FA","31","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06239*","Shareef ONeal","(N/A)","PF","1324","FA","25","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06hie*","Nick Ongenda","(N/A)","C","1341","FA","25","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*051q2*","Miye Oni","(N/A)","SG,G","1342","FA","28","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05ux2*","EJ Onu","(N/A)","PF","1343","FA","26","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*042nx*","Chinanu Onuaku","(N/A)","PF,C","1344","FA","28","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*02ngd*","Kyle OQuinn","(N/A)","PF,C","1325","FA","35","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06prm*","Gabe Osabuohien","CLE","SF,PF","1345","FA","26","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*031n1*","Romero Osby","(N/A)","SF,PF","1346","FA","35","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*03r7m*","Cedi Osman","(N/A)","SF","1347","FA","30","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05que*","Daniel Oturu","(N/A)","C","1348","FA","26","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04hon*","Yakuba Ouattara","(N/A)","SG,G","1349","FA","33","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*059im*","Tariq Owens","(N/A)","PF","1350","FA","30","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05ybc*","Jaysean Paige","(N/A)","PG,G","1351","FA","31","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*042oe*","Marcus Paige","(N/A)","PG,G","1352","FA","32","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*059qa*","James Palmer Jr.","(N/A)","SG,G","1353","FA","29","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05yaa*","Trayvon Palmer","(N/A)","SG,G","1354","FA","30","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05wn0*","Kevin Pangos","(N/A)","SG,G","1355","FA","32","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*042n9*","Georgios Papagiannis","(N/A)","C","1356","FA","28","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*02ngc*","Kostas Papanikolaou","(N/A)","SF,PF","1357","FA","35","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*02v2t*","Jabari Parker","(N/A)","SF,PF","1358","FA","30","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*051pl*","Eric Paschall","(N/A)","PF","1359","FA","28","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04ewp*","Anzejs Pasecniks","(N/A)","C","1360","FA","29","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05qzb*","Devonte Patterson","(N/A)","SF","1361","FA","28","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04ewh*","Justin Patton","(N/A)","C","1362","FA","28","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*03r7e*","Cameron Payne","NY","PG,G","1363","FA","31","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*043cj*","Gary Payton II","GS","PG,SG,G","1364","FA","32","@LAL Tue 7:00PM","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*03e6m*","Elfrid Payton","NO","PG,G","1365","FA","31","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04l1u*","L.J. Peak","(N/A)","SG,G","1366","FA","29","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04vyd*","Norvel Pelle","(N/A)","C","1367","FA","32","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06mnq*","Drew Pember","(N/A)","SF,PF","1368","FA","21","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06kxd*","Maozinha Pereira","(N/A)","SF","1369","FA","25","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*059fw*","Josh Perkins","(N/A)","PG,G","1370","FA","30","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04k4q*","London Perrantes","(N/A)","PG,G","1371","FA","31","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05qsz*","Reggie Perry","(N/A)","PF","1372","FA","25","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04exh*","Alec Peters","(N/A)","PF","1373","FA","30","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*059cm*","Lamar Peters","(N/A)","PG,G","1374","FA","27","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05ujo*","Filip Petrusev","(N/A)","PF,C","1375","FA","25","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05xog*","John Petty","(N/A)","SG,G","1376","FA","26","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04zi8*","Tarik Phillip","(N/A)","PG,G","1377","FA","32","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06cdf*","Julian Phillips","CHI","SF","1378","FA","21","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06ccy*","Jalen Pickett","DEN","SG,G","1379","FA","25","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05wvv*","Jamorko Pickett","(N/A)","SF","1380","FA","27","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*07235*","Jonathan Pierre","WAS","SF,PF","1381","FA","22","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*0665c*","Nate Pierre-Louis","(N/A)","SF,PF","1382","FA","26","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*055ol*","Isaiah Pineiro","(N/A)","SG,G","1383","FA","30","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04uq6*","Theo Pinson","(N/A)","SG,G","1384","FA","29","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*059vm*","Kavion Pippen","(N/A)","C","1385","FA","28","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*043i5*","Marshall Plumlee","(N/A)","C","1386","FA","33","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*03r86*","SirDominic Pointer","CLE","SF","1387","FA","33","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*052h2*","Vincent Poirier","(N/A)","C","1388","FA","31","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05qud*","Aleksej Pokusevski","(N/A)","PF","1389","FA","23","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06psv*","Tyler Polley","(N/A)","SF","1390","FA","26","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*059fz*","Shamorie Ponds","(N/A)","PG,G","1391","FA","27","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05uum*","Yves Pons","MEM","SF","1392","FA","26","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05gwp*","Jontay Porter","TOR","PF,C","1393","FA","25","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*031lq*","Otto Porter","(N/A)","SF","1394","FA","32","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05wqp*","Micah Potter","SA","PF,C","1395","FA","27","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*0723c*","John Poulakidas","LAC","PG,SG,G","1396","FA","22","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06gnp*","Justin Powell","(N/A)","SG,G","1397","FA","24","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05qsv*","Myles Powell","(N/A)","PG,SG,G","1398","FA","28","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*047j6*","Alex Poythress","(N/A)","SF","1399","FA","32","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04rvz*","Billy Preston","(N/A)","SF,PF","1400","FA","27","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06mnt*","Charles Pride","(N/A)","PG,SG,G","1401","FA","26","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05uim*","Joshua Primo","(N/A)","SG,G,SF","1402","FA","22","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*0621z*","Gabriele Procida","(N/A)","SG,G","1403","FA","23","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06mmr*","Zyon Pullin","MIN","SG,G","1404","FA","24","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*042o2*","Zhou Qi","(N/A)","PF","1405","FA","29","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*044tf*","Tim Quarterman","(N/A)","PG,G","1406","FA","30","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05qtg*","Trevelin Queen","ORL","SG,G","1407","FA","28","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*03llv*","Ivan Rabb","(N/A)","PF","1408","FA","28","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05xo8*","Brandon Rachal","(N/A)","SG,G","1409","FA","26","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06moj*","Tyrece Radford","(N/A)","PG,G","1410","FA","26","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*03r8a*","Nikola Radicevic","DEN","PG,G","1411","FA","31","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05qtx*","Jahmius Ramsey","(N/A)","SG,G","1412","FA","24","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*045gs*","Chasson Randle","(N/A)","PG,G","1413","FA","32","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*03wp0*","Levi Randolph","(N/A)","SG,G","1414","FA","33","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04k0r*","Xavier Rathan-Mayes","(N/A)","PG,G","1415","FA","31","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*055ok*","Josh Reaves","(N/A)","SG,G","1416","FA","28","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*051oq*","Cam Reddish","(N/A)","SG,G,SF","1417","FA","26","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04eww*","Davon Reed","(N/A)","SG,G","1418","FA","30","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*02x6i*","Willie Reed","(N/A)","PF,C","1419","FA","35","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06pvu*","Alex Reese","PHI","PF","1420","FA","26","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*0664x*","A.J. Reeves","(N/A)","PG,SG,G","1421","FA","26","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05xkz*","Nate Renfro","(N/A)","SF","1422","FA","28","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04xl8*","Cameron Reynolds","HOU","SG,G,SF","1423","FA","30","@OKC Tue 4:30PM","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*063d0*","Jared Rhoden","TOR","SG,G","1424","FA","26","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06cem*","SirJabari Rice","(N/A)","SG,G","1425","FA","26","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*03r7u*","Josh Richardson","(N/A)","PG,SG,G","1426","FA","32","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*042nh*","Malachi Richardson","(N/A)","SG,G","1427","FA","29","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05qtp*","Grant Riller","(N/A)","PG,G","1428","FA","28","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*02nfa*","Austin Rivers","(N/A)","SG,G","1429","FA","33","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06hil*","Liam Robbins","(N/A)","SF,PF,C","1430","FA","26","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*031md*","Andre Roberson","BKN","SG,G,SF","1431","FA","33","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06hrv*","Nate Roberts","(N/A)","C","1432","FA","25","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04hop*","Devin Robinson","(N/A)","SG,G,SF","1433","FA","30","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06prj*","Galen Robinson","(N/A)","PG,G","1434","FA","28","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*03aqc*","Glenn Robinson","(N/A)","SG,G,SF","1435","FA","31","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04qrq*","Jerome Robinson","(N/A)","SG,G","1436","FA","28","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*056ap*","Justin Robinson","(N/A)","PG,G","1437","FA","27","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05uj6*","Jeremiah Robinson-Earl","DAL","PF,C","1438","FA","24","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*051pp*","Isaiah Roby","(N/A)","PF","1439","FA","27","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*0621m*","David Roddy","TOR","PF","1440","Li'lSeb","24","","2","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*0723i*","DJ Rodman","CHA","PG,SG,G,SF,PF","1441","FA","24","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06mo9*","Mantas Rubstavicius","GS","PG,G","1442","FA","23","@LAL Tue 7:00PM","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06cd2*","Rayan Rupert","POR","SG,G","1443","FA","21","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06moz*","Neal Sako","(N/A)","C","1444","FA","27","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*051oz*","Luka Samanic","(N/A)","PF","1445","FA","25","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04xm0*","Brandon Sampson","(N/A)","PG,G","1446","FA","28","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*03ku5*","JaKarr Sampson","(N/A)","SF","1447","FA","32","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*071oo*","Tyrese Samuel","PHO","SF,PF","1448","FA","25","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*0666c*","Jermaine Samuels","(N/A)","SF","1449","FA","26","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06cek*","Adama Sanogo","(N/A)","C","1450","FA","23","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04qsl*","Issuf Sanon","WAS","PG,G","1451","FA","25","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05yab*","Olivier Sarr","TOR","C","1452","FA","26","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*02nfw*","Tomas Satoransky","(N/A)","SG,G","1453","FA","33","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05x7g*","Jordan Schakel","(N/A)","SF","1454","FA","27","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*051pm*","Admiral Schofield","(N/A)","PF","1455","FA","28","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*059xh*","Mike Scott","(N/A)","PG,G","1456","FA","32","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*03wou*","Shannon Scott","(N/A)","SG,G","1457","FA","32","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05r0c*","Tre Scott","(N/A)","PF","1458","FA","28","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05qsy*","Jay Scrubb","(N/A)","SG,G","1459","FA","25","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*0623k*","Dereon Seabron","(N/A)","SG,G","1460","FA","25","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*03byj*","Wayne Selden Jr.","(N/A)","SG,G","1461","FA","31","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05qyy*","Nate Sestina","(N/A)","SF","1462","FA","28","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*0663t*","Jaden Shackelford","(N/A)","PG,SG,G","1463","FA","24","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*051py*","Marial Shayok","(N/A)","SG,G,SF","1464","FA","30","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*02ngi*","Tornike Shengelia","(N/A)","SF,PF","1465","FA","34","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*059g5*","Simi Shittu","(N/A)","PF,C","1466","FA","25","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05xp4*","Devontae Shuler","(N/A)","PG,G","1467","FA","27","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*0723k*","Christian Shumate","NO","SF,PF","1468","FA","23","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*027p1*","Iman Shumpert","BKN","SG,G,SF","1469","FA","35","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*03wox*","Jordan Sibert","(N/A)","SG,G","1470","FA","33","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*052c5*","Chris Silva","(N/A)","PF","1471","FA","29","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*03lg1*","Ben Simmons","LAC","PG,SG,G","1472","Jason","29","","41","23/24","0","20","283.5","0","0","0","0","0","0","0","0","0","0","0"
"*03se0*","Jonathon Simmons","(N/A)","SG,G,SF","1473","FA","36","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04is8*","Kobi Simmons","(N/A)","PG,G","1474","FA","28","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05uw9*","Aamir Simms","(N/A)","PF","1475","FA","26","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*03lgl*","Justin Simon","(N/A)","SG,G","1476","FA","29","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05qsm*","Marko Simonovic","(N/A)","C","1477","FA","25","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05qtz*","Zavier Simpson","CHA","PG,G","1478","FA","28","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*064s6*","Jaylen Sims","CHA","PG,SG,G","1479","FA","26","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*051ph*","Deividas Sirvydis","(N/A)","SG,G","1480","FA","25","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06iei*","Dmytro Skapintsev","(N/A)","C","1481","FA","27","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06mnv*","Brandon Slater","(N/A)","SF,PF","1482","FA","26","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*051pj*","Alen Smailagic","(N/A)","PF","1483","FA","25","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05wqq*","Javonte Smart","(N/A)","PG,G","1484","FA","26","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05uuk*","Chris Smith","(N/A)","PG,SG,G,PF","1485","FA","25","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06hsl*","Malachi Smith","(N/A)","SG,G","1486","FA","25","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04xbb*","Scoochie Smith","(N/A)","SG,G","1487","FA","30","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06cet*","Terquavion Smith","(N/A)","PG,G","1488","FA","22","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06pwq*","Tolu Smith","DET","PF","1489","FA","25","","1","TBA","0","4","287.8","0","0","0","0","0","0","0","0","0","0","0"
"*05qvt*","Xavier Sneed","(N/A)","SF","1490","FA","27","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*031m7*","Tony Snell","(N/A)","SG,G","1491","FA","33","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*03kub*","Richard Solomon","OKC","PF","1492","FA","33","HOU Tue 4:30PM","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06moa*","Roman Sorkin","(N/A)","PF","1493","FA","29","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*0389e*","James Southerland","(N/A)","SF","1494","FA","35","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*0622d*","Matteo Spagnolo","(N/A)","SG,G","1495","FA","22","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04qsw*","Ray Spalding","(N/A)","PF","1496","FA","28","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04qs7*","Omari Spellman","(N/A)","PF,C","1497","FA","28","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*0633h*","Pat Spencer","GS","PG,G","1498","FA","29","@LAL Tue 7:00PM","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05qt8*","Cassius Stanley","(N/A)","SG,G","1499","FA","26","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04xhv*","Jonathan Stark","(N/A)","PG,G","1500","FA","30","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*03e6l*","Nik Stauskas","IND","SG,G","1501","FA","32","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06hso*","Jake Stephens","CHA","C","1502","FA","25","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*01uza*","Lance Stephenson","(N/A)","SF","1503","FA","35","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05qsj*","Lamar Stevens","MEM","PF","1504","FA","28","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06qdx*","Erik Stevenson","(N/A)","PG,SG,G","1505","FA","26","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05xcn*","DJ Steward","(N/A)","SG,G","1506","FA","24","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05wvy*","D.J. Stewart","(N/A)","PG,SG,G","1507","FA","26","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04xge*","Elijah Stewart","(N/A)","SG,G","1508","FA","29","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*03ku8*","David Stockton","(N/A)","PG,G","1509","FA","34","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*03e71*","Jarnell Stokes","(N/A)","PF","1510","FA","31","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*03llt*","Diamond Stone","(N/A)","C","1511","FA","28","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*0480c*","Rasheed Sulaimon","(N/A)","SG,G","1512","FA","31","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*02nfl*","Jared Sullinger","(N/A)","PF,C","1513","FA","33","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
